OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
JILIN-1 GAOFEN 3D31,2022-048F,2025-12-04T16:06:40.763232,15.4882223,0.0003844,97.569,75.5397,87.51,272.659,0,U,52448,999,19921,0.0014392,0.00077977,0.0
STARLINK-3870,2022-049A,2025-12-04T15:46:40.871136,15.08845009,0.0001367,53.2169,135.7381,89.7337,270.3812,0,U,52451,999,19776,4.227e-05,3.85e-06,0.0
STARLINK-3909,2022-049B,2025-12-04T16:02:37.179168,15.08797165,0.0001295,53.2166,135.5626,105.5771,254.5364,0,U,52452,999,19776,-0.00030292,-5.1e-05,0.0
STARLINK-3872,2022-049C,2025-12-04T15:36:04.963680,15.08848407,0.0001517,53.2173,135.7697,86.3372,273.7793,0,U,52453,999,19776,0.00010662,1.41e-05,0.0
STARLINK-3888,2022-049D,2025-12-04T15:41:24.135648,15.08872476,0.0002152,53.2147,135.7522,99.4904,260.6331,0,U,52454,999,19776,0.00083603,0.00013054,0.0
STARLINK-3890,2022-049E,2025-12-04T15:32:10.021344,15.08842687,0.0001665,53.2173,135.7818,90.3204,269.7979,0,U,52455,999,19776,8.5707e-05,1.076e-05,0.0
STARLINK-3896,2022-049F,2025-12-04T15:26:51.853344,15.08848375,0.0001238,53.2158,135.7978,91.3235,268.7899,0,U,52456,999,19776,0.00017125,2.439e-05,0.0
STARLINK-3899,2022-049G,2025-12-04T16:55:34.406112,15.08843815,0.0001626,53.2171,135.5098,93.1507,266.9671,0,U,52457,999,19777,0.0001114,1.486e-05,0.0
STARLINK-3898,2022-049H,2025-12-04T16:51:37.136160,15.08861343,0.0001445,53.219,135.5378,83.4409,276.6747,0,U,52458,999,19777,0.00019035,2.745e-05,0.0
STARLINK-3856,2022-049J,2025-12-04T16:30:24.126336,15.08842197,0.0001317,53.2172,125.6001,86.3728,273.7415,0,U,52459,999,19790,4.8917e-05,4.91e-06,0.0
STARLINK-3900,2022-049L,2025-12-04T14:51:03.588192,15.08843182,0.0001043,53.2151,115.9094,88.0384,272.0728,0,U,52461,999,19803,0.00014924,2.088e-05,0.0
STARLINK-3903,2022-049M,2025-12-04T16:21:12.367296,15.08829138,0.0001375,53.2187,125.642,86.8649,273.25,0,U,52462,999,19790,2.1316e-06,-2.54e-06,0.0
STARLINK-3885,2022-049N,2025-12-04T16:21:07.395840,15.08847078,0.0001206,53.2172,115.6314,86.3495,273.7635,0,U,52463,999,19804,0.00014625,2.041e-05,0.0
STARLINK-3904,2022-049P,2025-12-04T16:25:05.870208,15.08849591,0.0001327,53.2176,125.6152,92.9408,267.1736,0,U,52464,999,19790,0.00012249,1.663e-05,0.0
STARLINK-3863,2022-049Q,2025-12-04T16:15:49.148352,15.08849236,0.0001013,53.2166,115.6479,88.4956,271.6152,0,U,52465,999,19804,0.0001111,1.481e-05,0.0
STARLINK-3873,2022-049S,2025-12-04T16:14:31.602624,15.08837906,0.0001053,53.2175,125.6505,122.1466,237.9629,0,U,52467,999,19790,6.091e-05,6.82e-06,0.0
STARLINK-3864,2022-049T,2025-12-04T15:53:19.098240,15.08832618,0.0001339,53.2165,125.7152,85.8708,274.2437,0,U,52468,999,19790,4.8135e-05,4.78e-06,0.0
STARLINK-3828,2022-049U,2025-12-04T16:03:54.908928,15.08842841,0.0001347,53.2182,125.6858,85.4985,274.6161,0,U,52469,999,19790,0.00010501,1.384e-05,0.0
STARLINK-3859,2022-049V,2025-12-04T15:42:42.536736,15.08843101,0.0001368,53.217,125.7493,96.9816,263.1331,0,U,52470,999,19790,7.7131e-05,9.4e-06,0.0
STARLINK-3862,2022-049W,2025-12-04T16:00:01.458720,15.08821129,0.0001306,53.2175,125.7068,92.0645,268.0497,0,U,52471,999,19790,-8.6096e-05,-1.657e-05,0.0
STARLINK-3881,2022-049X,2025-12-04T15:37:24.515616,15.0884305,0.0001406,53.2162,125.766,95.3717,264.7435,0,U,52472,999,19790,9.0066e-05,1.146e-05,0.0
STARLINK-3879,2022-049Y,2025-12-04T15:48:00.925056,15.08840707,0.0001404,53.2169,125.734,93.3805,266.7348,0,U,52473,999,19790,6.9557e-05,8.19e-06,0.0
STARLINK-3855,2022-049Z,2025-12-04T16:06:36.692064,15.08843961,0.0001397,53.218,115.6847,93.1026,267.0126,0,U,52474,999,19804,7.178e-05,8.55e-06,0.0
STARLINK-3882,2022-049AA,2025-12-04T16:09:15.041664,15.0884396,0.0001367,53.2164,125.888,86.3282,273.7866,0,U,52475,999,19790,0.00014379,2.001e-05,0.0
STARLINK-3835,2022-049AB,2025-12-04T16:33:09.114048,15.08857013,0.0002025,53.2159,115.8351,93.7332,266.3892,0,U,52476,999,19928,0.00015715,2.215e-05,0.0
STARLINK-3860,2022-049AC,2025-12-04T16:10:31.183392,15.08852339,0.0001229,53.2162,115.6618,87.6323,272.481,0,U,52477,999,19928,-2.5638e-05,-6.96e-06,0.0
STARLINK-3825,2022-049AD,2025-12-04T15:26:47.217120,15.08861642,0.0001323,53.2175,125.8023,98.3615,261.7528,0,U,52478,999,19914,0.00020857,3.035e-05,0.0
STARLINK-3878,2022-049AE,2025-12-04T14:13:55.447968,15.08855618,0.00012,53.2173,116.0249,85.5738,274.5392,0,U,52479,999,19927,0.00017237,2.458e-05,0.0
STARLINK-3839,2022-049AF,2025-12-04T15:21:30.811680,15.0884435,0.000123,53.2171,125.8189,92.157,267.9563,0,U,52480,999,19790,5.4806e-05,5.85e-06,0.0
STARLINK-3813,2022-049AH,2025-12-04T15:38:43.678752,15.0884963,0.0001347,53.2172,115.7616,83.0941,277.0204,0,U,52482,999,19804,0.00012083,1.636e-05,0.0
STARLINK-3875,2022-049AJ,2025-12-04T15:54:37.924416,15.08848033,0.0001442,53.2185,115.7113,95.8565,264.2591,0,U,52483,999,19928,5.4885e-05,5.86e-06,0.0
STARLINK-3887,2022-049AK,2025-12-04T16:51:35.644032,15.08844282,0.0001254,53.217,125.537,89.1183,270.9953,0,U,52484,999,19791,4.1921e-05,3.79e-06,0.0
STARLINK-3913,2022-049AL,2025-12-04T15:44:01.669632,15.08848056,0.0001267,53.2176,115.7445,83.4119,276.7017,0,U,52485,999,19804,9.9909e-05,1.303e-05,0.0
STARLINK-3918,2022-049AM,2025-12-04T16:41:00.108096,15.08840622,0.0001283,53.2171,125.5694,87.72,272.3939,0,U,52486,999,19791,4.1131e-05,3.67e-06,0.0
STARLINK-3902,2022-049AN,2025-12-04T14:24:33.873120,15.088423,0.0001373,53.2175,116.0984,91.402,268.713,0,U,52487,999,19927,7.3199e-05,8.77e-06,0.0
STARLINK-3892,2022-049AP,2025-12-04T16:35:41.828640,15.08844191,0.0001328,53.2175,125.5832,90.4329,269.6816,0,U,52488,999,19791,5.6868e-05,6.17e-06,0.0
STARLINK-3923,2022-049AQ,2025-12-04T16:46:17.692032,15.08846319,0.0001448,53.217,125.5536,93.4474,266.6684,0,U,52489,999,19791,7.1775e-05,8.55e-06,0.0
STARLINK-3914,2022-049AR,2025-12-04T15:22:49.959264,15.08846261,0.0001405,53.2175,115.8126,85.8553,274.26,0,U,52490,999,19804,0.00010192,1.335e-05,0.0
STARLINK-3908,2022-049AS,2025-12-04T15:33:26.099136,15.08846017,0.0001431,53.2178,115.7788,76.592,283.5232,0,U,52491,999,19804,7.8544e-05,9.62e-06,0.0
STARLINK-3916,2022-049AT,2025-12-04T16:47:37.631040,15.08841539,0.0001373,53.2181,115.5506,90.0598,270.0552,0,U,52492,999,19805,4.8553e-05,4.85e-06,0.0
STARLINK-3883,2022-049AU,2025-12-04T15:28:08.191200,15.08853035,0.0001177,53.2161,115.7955,80.9333,279.1792,0,U,52493,999,19804,6.2055e-05,7e-06,0.0
STARLINK-3857,2022-049AV,2025-12-04T16:31:43.552128,15.08845129,0.0001205,53.2172,115.5971,89.4198,270.6932,0,U,52494,999,19805,0.00011293,1.51e-05,0.0
STARLINK-3871,2022-049AX,2025-12-04T15:47:20.304096,15.08836923,0.0001443,53.2173,110.7352,89.7062,270.4096,0,U,52496,999,19811,0.00017257,2.459e-05,0.0
STARLINK-3884,2022-049AY,2025-12-04T16:42:19.482048,15.08843729,0.0001384,53.2177,115.5653,94.8194,265.2957,0,U,52497,999,19805,5.927e-05,6.56e-06,0.0
STARLINK-3925,2022-049AZ,2025-12-04T16:06:33.668064,15.08845714,0.0001363,53.2172,105.6757,88.9646,271.1503,0,U,52498,999,19818,0.00019549,2.825e-05,0.0
STARLINK-3894,2022-049BA,2025-12-04T16:37:01.627680,15.08843706,0.0001292,53.2176,115.5819,92.0394,268.0746,0,U,52499,999,19805,0.00014427,2.009e-05,0.0
STARLINK-3866,2022-049BB,2025-12-04T16:01:15.201984,15.08847603,0.000201,53.2174,105.6928,108.666,251.4551,0,U,52500,999,19818,0.00010944,1.454e-05,0.0
STARLINK-3907,2022-049BC,2025-12-04T16:05:11.818752,15.08839991,0.000128,53.218,115.4741,92.242,267.8718,0,U,52501,999,19805,8.7199e-05,1.1e-05,0.0
STARLINK-3912,2022-049BD,2025-12-04T14:20:35.017728,15.08851766,0.0001955,53.2174,106.0343,116.5776,243.5417,0,U,52502,999,19817,7.9192e-05,9.73e-06,0.0
STARLINK-3861,2022-049BE,2025-12-04T15:40:02.534304,15.08848282,0.0001255,53.2173,105.6408,89.5545,270.559,0,U,52503,999,19818,0.00024416,3.601e-05,0.0
STARLINK-3952,2022-051B,2025-12-03T22:20:07.042848,15.08842558,0.00013543,53.2165,198.9968,79.9666,280.1479,0,U,52534,999,19772,6.2404115e-05,7.05e-06,0.0
STARLINK-3958,2022-051C,2025-12-04T14:08:39.090048,15.08842045,0.0001446,53.2167,196.0421,80.8253,279.2902,0,U,52535,999,19708,0.00011295,1.51e-05,0.0
STARLINK-3964,2022-051D,2025-12-04T07:41:48.854112,15.08868235,0.000157,53.2156,197.2492,95.6264,264.4907,0,U,52536,999,19704,0.00069591,0.00010813,0.0
STARLINK-3897,2022-051E,2025-12-04T15:06:54.688032,15.08841683,0.0001258,53.2167,195.6683,87.2571,272.8565,0,U,52537,999,19709,0.00010529,1.388e-05,0.0
STARLINK-3933,2022-051F,2025-12-04T13:47:27.441024,15.08838614,0.0001382,53.2167,196.1089,90.5308,269.5842,0,U,52538,999,19708,8.813e-05,1.115e-05,0.0
STARLINK-3757,2022-051G,2025-12-04T15:28:06.027744,15.08865873,0.0001241,53.2161,195.7946,93.1095,267.0039,0,U,52539,999,19709,0.00019885,2.88e-05,0.0
STARLINK-3940,2022-051H,2025-12-04T15:12:14.331744,15.08845513,0.0001468,53.2174,195.8852,89.1492,270.9669,0,U,52540,999,19709,2.8587e-05,1.67e-06,0.0
STARLINK-3845,2022-051J,2025-12-03T22:27:23.331744,15.08838702,0.00014427,53.2168,203.976,94.4056,265.7101,0,U,52541,999,19691,6.5503784e-05,7.55e-06,0.0
STARLINK-3937,2022-051K,2025-12-04T15:01:37.221600,15.08857297,0.0001467,53.2174,195.8758,92.8089,267.3071,0,U,52542,999,19709,0.00020089,2.912e-05,0.0
STARLINK-3926,2022-051L,2025-12-04T15:17:32.917056,15.0883676,0.0001734,53.2175,195.828,92.9311,267.188,0,U,52543,999,19709,5.3131e-05,5.58e-06,0.0
STARLINK-3944,2022-051M,2025-12-04T07:49:05.924928,15.08843506,0.0001471,53.2166,202.2377,86.7646,273.3515,0,U,52544,999,19697,8.1356e-05,1.007e-05,0.0
STARLINK-3948,2022-051P,2025-12-03T22:26:44.340288,15.0883832,0.0001491,53.217,198.7467,89.5029,270.6134,0,U,52546,999,19699,8.0065224e-05,9.86e-06,0.0
STARLINK-3931,2022-051R,2025-12-04T08:08:18.195072,15.08847278,0.000136,53.2154,197.1653,91.7319,268.3829,0,U,52548,999,19705,8.0862e-05,9.99e-06,0.0
STARLINK-3935,2022-051S,2025-12-04T00:37:52.492800,15.08855707,0.00015501,53.2151,198.5686,78.0729,282.0437,0,U,52549,999,19700,0.00042581988,6.498e-05,0.0
STARLINK-3965,2022-051T,2025-12-04T14:40:26.961024,15.08856115,0.0001383,53.2152,195.94,91.9761,268.139,0,U,52550,999,19709,0.00013037,1.788e-05,0.0
STARLINK-3969,2022-051U,2025-12-04T14:51:02.657664,15.08848345,0.0001414,53.2162,195.9083,95.0865,265.0289,0,U,52551,999,19709,5.6572e-05,6.13e-06,0.0
STARLINK-3966,2022-051V,2025-12-04T08:24:13.824000,15.08845747,0.000162,53.2151,197.2662,92.7656,267.3522,0,U,52552,999,19705,0.00012939,1.772e-05,0.0
STARLINK-3858,2022-051W,2025-12-04T07:36:27.064224,15.08846359,0.000141,53.2158,196.9254,89.1672,270.9482,0,U,52553,999,19705,0.00013447,1.853e-05,0.0
STARLINK-3770,2022-051X,2025-12-04T15:40:43.764384,15.08850474,0.0001957,53.2172,200.7554,95.6278,264.4937,0,U,52554,999,19702,3.3134e-05,2.39e-06,0.0
STARLINK-3763,2022-051Z,2025-12-04T18:00:02.000160,15.65949672,1.65e-05,53.1809,96.323,206.9599,309.2812,0,U,52556,999,590,0.0028923,0.00311709,0.0
STARLINK-3943,2022-051AA,2025-12-04T00:00:47.126016,15.08843813,0.00014109,53.2166,198.6855,91.5305,268.5848,0,U,52557,999,19700,0.00010475381,1.38e-05,0.0
STARLINK-3953,2022-051AC,2025-12-04T14:36:29.788704,15.08868294,0.0001077,53.2139,186.1342,73.5104,286.6007,0,U,52559,999,19722,0.00029574,4.426e-05,0.0
STARLINK-3956,2022-051AD,2025-12-03T20:46:01.777440,15.08847678,0.00014387,53.2158,189.2911,89.8505,270.2652,0,U,52560,999,19711,0.00011188792,1.494e-05,0.0
STARLINK-3955,2022-051AE,2025-12-04T01:06:22.443840,15.08863856,0.00015552,53.2158,203.4824,82.1092,278.0077,0,U,52561,999,19693,0.00070148506,0.00010901,0.0
STARLINK-3957,2022-051AF,2025-12-04T14:04:40.576800,15.0884401,0.0001468,53.2164,186.0542,89.7379,270.3782,0,U,52562,999,19722,7.2827e-05,8.71e-06,0.0
STARLINK-3942,2022-051AG,2025-12-04T15:30:07.358400,15.0884251,0.0001403,53.2171,200.787,98.4722,261.6429,0,U,52563,999,19702,7.8489e-05,9.62e-06,0.0
STARLINK-3959,2022-051AH,2025-12-04T15:20:54.690432,15.08857346,0.0001632,53.2158,200.8232,89.137,270.9809,0,U,52564,999,19702,0.00015902,2.245e-05,0.0
STARLINK-3911,2022-051AJ,2025-12-04T07:48:26.198208,15.0884506,0.0001586,53.2162,187.2284,92.837,267.2803,0,U,52565,999,19718,0.00010109,1.321e-05,0.0
STARLINK-3938,2022-051AK,2025-12-04T14:47:44.176128,15.08842117,0.0001527,53.2166,200.9182,84.4033,275.7133,0,U,52566,999,19702,4.1977e-05,3.8e-06,0.0
STARLINK-3929,2022-051AL,2025-12-03T20:30:08.279136,15.08845799,0.00014046,53.2151,189.3402,85.7984,274.3169,0,U,52567,999,19711,0.00020064137,2.907e-05,0.0
STARLINK-3930,2022-051AM,2025-12-04T13:43:28.989120,15.08844262,0.0001523,53.2165,186.1228,84.1031,276.0135,0,U,52568,999,19722,0.00011228,1.5e-05,0.0
STARLINK-3927,2022-051AN,2025-12-04T13:54:04.565664,15.08845835,0.0001405,53.2165,186.0885,86.1939,273.9214,0,U,52569,999,19722,9.3902e-05,1.207e-05,0.0
STARLINK-3901,2022-051AQ,2025-12-04T13:48:46.793376,15.08841972,0.0001328,53.2157,186.1067,88.1755,271.9389,0,U,52574,999,19722,0.0001062,1.403e-05,0.0
STARLINK-3920,2022-051AR,2025-12-04T15:42:25.498656,15.80232806,0.0001334,53.2051,134.7415,280.159,79.9283,0,U,52575,999,19795,7.2656e-07,-5.53e-06,0.0
STARLINK-3932,2022-051AS,2025-12-04T00:40:34.273344,15.0883535,0.00012403,53.214,188.5605,92.3026,267.8108,0,U,52576,999,19714,-0.00010907976,-2.023e-05,0.0
STARLINK-3836,2022-051AT,2025-12-04T14:37:08.249664,15.08842311,0.0001581,53.2163,200.9546,89.6941,270.4232,0,U,52577,999,19702,9.2892e-05,1.191e-05,0.0
STARLINK-3833,2022-051AU,2025-12-04T14:42:26.063424,15.08841835,0.0001996,53.2151,200.9378,82.7637,277.3582,0,U,52578,999,19702,5.0121e-05,5.1e-06,0.0
STARLINK-3893,2022-051AV,2025-12-03T22:32:41.239680,15.08838625,0.00014899,53.2169,203.9593,89.4269,270.6894,0,U,52579,999,19692,6.4948624e-05,7.46e-06,0.0
STARLINK-3919,2022-051AW,2025-12-04T00:14:45.193056,15.08843101,0.00017684,53.2168,203.6509,91.1673,268.9522,0,U,52580,999,19693,0.0001142129,1.53e-05,0.0
STARLINK-3915,2022-051AX,2025-12-04T06:55:26.541696,15.08843393,0.000144,53.2168,187.3936,91.0092,269.1065,0,U,52581,999,19718,9.0258e-05,1.149e-05,0.0
STARLINK-3895,2022-051AZ,2025-12-04T06:50:08.666592,15.08841787,0.0001436,53.2166,187.4096,89.8504,270.2653,0,U,52583,999,19718,7.3579e-05,8.83e-06,0.0
STARLINK-3922,2022-051BA,2025-12-04T07:00:44.855712,15.08834457,0.0001495,53.2165,187.3763,93.0441,267.0723,0,U,52584,999,19718,0.00020228,2.932e-05,0.0
STARLINK-3906,2022-051BB,2025-12-04T14:31:09.198048,15.08839105,0.0001293,53.2174,185.9314,96.052,264.062,0,U,52585,999,19723,3.8751e-06,-2.26e-06,0.0
STARLINK-3910,2022-051BC,2025-12-04T14:41:46.656384,15.08844109,0.0001396,53.216,185.9386,84.5554,275.5597,0,U,52586,999,19723,0.00014815,2.071e-05,0.0
STARLINK-3867,2022-051BD,2025-12-04T07:49:48.032832,15.08847305,0.0001479,53.2164,187.0771,89.2162,270.9,0,U,52587,999,19719,0.00016121,2.279e-05,0.0
STARLINK-3917,2022-051BE,2025-12-03T20:56:37.859424,15.08844345,0.00015725,53.2167,189.2575,86.1419,273.9753,0,U,52588,999,19712,0.00010520869,1.387e-05,0.0
STARLINK-4019,2022-052A,2025-12-04T10:34:41.338272,15.08849469,0.0001398,53.2184,351.7097,88.6034,271.5119,0,U,52598,999,19720,9.0422e-05,1.152e-05,0.0
STARLINK-4024,2022-052B,2025-12-04T10:16:49.079712,15.08852762,0.0001355,53.2184,346.8712,88.0841,272.0306,0,U,52599,999,19727,0.0001268,1.731e-05,0.0
STARLINK-4026,2022-052C,2025-12-04T09:45:00.834624,15.08846529,0.0001676,53.2197,346.8672,94.7144,265.404,0,U,52600,999,19727,0.00017183,2.448e-05,0.0
STARLINK-4027,2022-052D,2025-12-04T09:55:36.035328,15.08857539,0.000148,53.2196,346.8337,89.5983,270.5179,0,U,52601,999,19727,0.00023636,3.477e-05,0.0
STARLINK-4012,2022-052E,2025-12-04T09:50:18.613824,15.08849086,0.000141,53.2202,346.8505,94.1433,265.9721,0,U,52602,999,19727,0.00012141,1.645e-05,0.0
STARLINK-4016,2022-052F,2025-12-04T07:55:07.514112,15.08845908,0.0001227,53.2175,347.2157,89.1362,270.977,0,U,52603,999,19726,0.00016389,2.322e-05,0.0
STARLINK-4013,2022-052G,2025-12-04T08:04:19.858080,15.08843201,0.000134,53.2186,347.1788,95.4149,264.6996,0,U,52604,999,19646,7.0087e-05,8.28e-06,0.0
STARLINK-4000,2022-052H,2025-12-04T11:34:19.174368,15.08848091,0.0001444,53.22,351.3037,94.5976,265.5181,0,U,52605,999,19641,0.00012165,1.649e-05,0.0
STARLINK-3928,2022-052J,2025-12-04T07:59:02.596416,15.08833109,0.0001458,53.2175,347.1944,98.5031,261.6127,0,U,52606,999,19646,1.7385e-05,-1.1e-07,0.0
STARLINK-3947,2022-052K,2025-12-04T08:44:47.837184,15.08846944,0.0001304,53.2192,352.0639,98.5034,261.6106,0,U,52607,999,19638,5.3288e-05,5.6e-06,0.0
STARLINK-3979,2022-052L,2025-12-04T07:48:26.377056,15.08848545,0.0001239,53.2165,347.2266,88.536,271.5774,0,U,52608,999,19646,-3.5912e-05,-8.6e-06,0.0
STARLINK-3997,2022-052M,2025-12-04T07:32:31.042752,15.08844925,0.0001466,53.216,347.2258,91.9813,268.1346,0,U,52609,999,19646,7.4523e-05,8.98e-06,0.0
STARLINK-3998,2022-052N,2025-12-04T10:24:05.150880,15.0885013,0.0001483,53.2179,351.7438,92.2252,267.891,0,U,52610,999,19640,0.00011388,1.525e-05,0.0
STARLINK-3980,2022-052P,2025-12-04T08:38:06.679392,15.08844676,0.0001425,53.2197,352.0751,97.7718,262.3436,0,U,52611,999,19639,5.7365e-05,6.25e-06,0.0
STARLINK-4002,2022-052Q,2025-12-04T10:53:54.061152,15.08844153,0.0001341,53.2181,346.6482,90.4743,269.6403,0,U,52612,999,19648,4.66e-05,4.54e-06,0.0
STARLINK-3982,2022-052S,2025-12-04T17:24:54.565056,15.40027717,0.0004484,53.2124,320.2033,36.7014,323.4298,0,U,52614,999,19687,0.002214,0.00090441,0.0
STARLINK-4011,2022-052T,2025-12-04T11:43:36.239232,15.08861513,0.0001359,53.2181,351.4963,87.6162,272.4986,0,U,52615,999,19640,0.00072467,0.00011271,0.0
STARLINK-4015,2022-052U,2025-12-04T06:59:38.096160,15.1047655,0.000171,53.2179,337.284,88.115,272.0039,0,U,52616,999,19659,2.7215e-05,1.6e-06,0.0
STARLINK-3996,2022-052V,2025-12-04T07:02:03.749280,15.08844406,0.0001273,53.2173,337.3717,86.5347,273.5791,0,U,52617,999,19658,6.2138e-05,7.01e-06,0.0
STARLINK-3983,2022-052W,2025-12-04T07:07:21.448128,15.0884766,0.0001383,53.2186,337.3571,93.2618,266.8533,0,U,52618,999,19658,0.00010751,1.424e-05,0.0
STARLINK-3741,2022-052X,2025-12-04T06:56:45.309120,15.08850079,0.0001322,53.2174,337.3769,98.9223,261.1919,0,U,52619,999,19658,0.00011314,1.514e-05,0.0
STARLINK-3975,2022-052Y,2025-12-04T10:02:54.261312,15.08843338,0.0001469,53.2197,351.8086,91.2146,268.9014,0,U,52620,999,19639,4.6824e-05,4.57e-06,0.0
STARLINK-3984,2022-052Z,2025-12-04T09:56:55.936320,15.08861297,0.0001299,53.2179,336.8261,100.8658,259.248,0,U,52621,999,19660,-8.6755e-05,-1.669e-05,0.0
STARLINK-4008,2022-052AA,2025-12-04T10:45:16.932096,15.08851974,0.0001422,53.2174,351.6759,90.2904,269.8251,0,U,52622,999,19640,7.7065e-05,9.39e-06,0.0
STARLINK-3986,2022-052AB,2025-12-04T09:51:38.375712,15.088506,0.0001431,53.2163,336.8422,92.9644,267.1511,0,U,52623,999,19660,0.00041671,6.352e-05,0.0
STARLINK-3988,2022-052AD,2025-12-04T06:35:33.933120,15.08856621,0.0001231,53.2168,337.4554,88.4438,271.6695,0,U,52625,999,19658,0.0003813,5.788e-05,0.0
STARLINK-3990,2022-052AE,2025-12-04T10:02:13.638624,15.0884997,0.0001481,53.2175,336.8083,98.6296,261.4864,0,U,52626,999,19660,0.00011694,1.574e-05,0.0
STARLINK-3992,2022-052AF,2025-12-04T09:30:26.654112,15.08869549,0.0001428,53.2162,336.9096,103.0495,257.0657,0,U,52627,999,19661,0.00049081,7.538e-05,0.0
STARLINK-4001,2022-052AG,2025-12-04T07:29:13.248096,15.0884534,0.0001536,53.2184,352.2891,84.9421,275.1746,0,U,52628,999,19638,8.9211e-05,1.132e-05,0.0
STARLINK-4022,2022-052AH,2025-12-04T07:44:27.073248,15.08845928,0.0001546,53.219,337.2035,81.0197,279.097,0,U,52629,999,19659,9.022e-05,1.148e-05,0.0
STARLINK-3989,2022-052AJ,2025-12-04T06:30:15.640704,15.08852143,0.0001371,53.2183,337.4726,89.2725,270.8425,0,U,52630,999,19658,4.0965e-05,3.64e-06,0.0
STARLINK-3794,2022-052AK,2025-12-04T09:21:14.171904,15.08847705,0.0002106,53.2196,336.9476,126.3437,233.775,0,U,52631,999,19661,0.00010108,1.321e-05,0.0
STARLINK-3995,2022-052AL,2025-12-04T06:24:59.292288,15.08840859,0.0001463,53.2184,337.4881,97.3477,262.7682,0,U,52632,999,19659,4.9015e-05,4.92e-06,0.0
STARLINK-3994,2022-052AM,2025-12-04T09:03:56.590848,15.08847906,0.0001521,53.2203,336.995,97.9174,262.1991,0,U,52633,999,19661,8.8307e-05,1.118e-05,0.0
STARLINK-3974,2022-052AN,2025-12-04T07:49:45.746688,15.08844771,0.0001436,53.219,337.2545,85.2985,274.8171,0,U,52634,999,19659,9.6316e-05,1.245e-05,0.0
STARLINK-3978,2022-052AP,2025-12-04T07:03:23.378112,15.08846836,0.000136,53.2186,327.3701,86.4932,273.6216,0,U,52635,999,19673,0.00015399,2.164e-05,0.0
STARLINK-3967,2022-052AQ,2025-12-04T09:14:32.989056,15.08840836,0.0001475,53.2189,336.9611,93.1934,266.9227,0,U,52636,999,19660,2.4561e-05,1.03e-06,0.0
STARLINK-3961,2022-052AR,2025-12-04T06:58:05.266272,15.0884681,0.0001334,53.2191,327.3855,95.7973,264.3171,0,U,52637,999,19753,9.6628e-05,1.251e-05,0.0
STARLINK-3941,2022-052AS,2025-12-04T07:33:51.660000,15.08842448,0.0001356,53.219,337.2735,87.5781,272.5366,0,U,52638,999,19740,9.9275e-05,1.292e-05,0.0
STARLINK-3968,2022-052AT,2025-12-04T16:14:30.552000,15.08842093,0.0001515,53.22,325.651,95.9827,264.1338,0,U,52639,999,19759,7.7554e-05,9.47e-06,0.0
STARLINK-3977,2022-052AU,2025-12-04T07:08:41.224704,15.08848949,0.0001344,53.2194,327.3795,82.4872,277.6273,0,U,52640,999,19672,7.1442e-05,8.5e-06,0.0
STARLINK-3991,2022-052AV,2025-12-04T07:04:48.317088,15.08841777,0.0001383,53.2192,327.5684,89.7307,270.3843,0,U,52641,999,19673,5.8802e-05,6.48e-06,0.0
STARLINK-3971,2022-052AW,2025-12-04T08:28:10.402752,15.08848565,0.0001379,53.2183,327.1028,82.0366,278.0783,0,U,52642,999,19673,0.00013755,1.902e-05,0.0
STARLINK-3963,2022-052AX,2025-12-04T15:49:22.236960,15.08857788,0.0001307,53.2172,325.6998,90.6686,269.4456,0,U,52643,999,19678,0.00015563,2.191e-05,0.0
STARLINK-3985,2022-052AY,2025-12-04T06:47:29.789088,15.08849731,0.0001328,53.2188,327.4182,66.1703,293.9428,0,U,52644,999,19672,-4.9012e-05,-1.068e-05,0.0
STARLINK-3973,2022-052AZ,2025-12-04T16:03:55.697760,15.08844085,0.0001118,53.2166,325.7876,94.0038,266.1082,0,U,52645,999,19678,0.00015399,2.164e-05,0.0
STARLINK-3832,2022-052BA,2025-12-04T06:36:53.896320,15.08846367,0.0001399,53.2188,327.4899,93.4303,266.6849,0,U,52646,999,19673,0.00010124,1.324e-05,0.0
STARLINK-3854,2022-052BC,2025-12-04T04:50:54.517632,15.0884183,0.0001289,53.2185,327.7808,93.7866,266.3273,0,U,52648,999,19671,4.7494e-05,4.68e-06,0.0
STARLINK-3868,2022-052BD,2025-12-04T08:59:56.183712,15.0885456,0.0001507,53.2189,326.8571,91.0972,269.0193,0,U,52649,999,19675,0.00017338,2.474e-05,0.0
STARLINK-3891,2022-052BE,2025-12-04T08:13:37.105248,15.08849139,0.0001511,53.2193,317.2529,87.6691,272.4474,0,U,52650,999,19688,0.00011434,1.533e-05,0.0
STARLINK-4004,2022-053A,2025-12-04T16:53:38.728608,15.08841626,0.0001532,53.2176,220.5387,92.0592,268.0575,0,U,52656,999,19677,8.4259e-05,1.053e-05,0.0
