OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
WREN-1,2024-149L,2025-12-04T15:47:42.901152,15.32946952,0.0004057,97.3963,56.7866,230.768,129.3202,0,U,60478,999,7243,0.0011686,0.00037258,0.0
TOMORROW-S1,2024-149M,2025-12-04T10:40:34.252032,15.29097881,0.0002242,97.3949,54.8405,191.8723,168.2464,0,U,60479,999,7229,0.00060316,0.00016984,0.0
FLOCK 4BE-18,2024-149N,2025-12-04T04:21:02.134944,15.34005257,0.00035121,97.3934,55.7863,221.7922,138.3053,0,U,60480,999,7233,0.0011658514,0.00038432,0.0
FLOCK 4BE-7,2024-149P,2025-12-04T16:23:06.665856,15.32790148,0.0002848,97.396,56.0712,217.3193,142.7852,0,U,60481,999,7238,0.0010042,0.00031822,0.0
FLOCK 4BE-16,2024-149R,2025-12-04T04:01:05.744640,15.39499277,0.0004572,97.3942,56.0804,251.4591,108.6159,0,U,60483,999,7234,0.0038869011,0.00155435,0.0
FLOCK 4BE-26,2024-149S,2025-12-04T04:37:26.122080,15.33357972,0.0003002,97.3936,55.5772,219.2665,140.836,0,U,60484,999,7232,0.001188,0.00038371,0.0
TOMORROW-S2,2024-149T,2025-12-04T10:43:22.641312,15.28814771,0.000211,97.4016,55.2243,212.9311,147.1798,0,U,60485,999,7229,0.0006335,0.00017689,0.0
FLOCK 4BE-36,2024-149U,2025-12-04T10:58:02.889696,15.3487137,0.0003335,97.3938,56.4801,233.9586,126.1349,0,U,60486,999,7240,0.0011093,0.00037577,0.0
FLOCK 4BE-25,2024-149V,2025-12-04T16:20:22.366752,15.32534822,0.0002185,97.3993,56.2127,207.4744,152.6383,0,U,60487,999,7238,0.00097598,0.00030673,0.0
FLOCK 4BE-31,2024-149W,2025-12-04T15:55:11.250624,15.35446757,0.0002281,97.3991,57.1417,223.7754,136.3309,0,U,60488,999,7244,0.0010558,0.00036412,0.0
FLOCK 4BE-20,2024-149X,2025-12-04T16:32:10.129632,15.32160129,0.000339,97.3904,55.5493,222.5795,137.5184,0,U,60489,999,7237,0.00098179,0.00030499,0.0
FLOCK 4BE-23,2024-149Y,2025-12-04T04:15:18.873792,15.31789873,0.00029915,97.3982,55.3088,231.5113,128.586,0,U,60490,999,7228,0.0010326347,0.00031718,0.0
FLOCK 4BE-15,2024-149Z,2025-12-04T16:18:25.972128,15.35416955,0.0002506,97.3919,56.367,279.8545,80.2415,0,U,60491,999,7242,0.00089073,0.00030654,0.0
FLOCK 4BE-17,2024-149AA,2025-12-04T10:41:00.947040,15.33083036,0.0002535,97.3976,56.0442,221.7166,138.3883,0,U,60492,999,7235,0.0012431,0.00039815,0.0
NUSAT-50 (NANCY ROMAN),2024-149AB,2025-12-04T15:29:07.096128,15.29700139,0.0003022,97.3969,56.1187,232.892,127.2044,0,U,60493,999,7238,0.00090531,0.00026037,0.0
FLOCK 4BE-22,2024-149AC,2025-12-04T16:43:34.441824,15.33893584,0.0003638,97.3933,56.2751,239.2385,120.85,0,U,60494,999,7241,0.0010839,0.00035585,0.0
FLOCK 4BE-34,2024-149AD,2025-12-04T16:18:35.362080,15.34394822,0.0003246,97.3976,56.8918,243.7068,116.3842,0,U,60495,999,7243,0.00087336,0.00029091,0.0
TYCHE,2024-149AE,2025-12-04T15:33:03.337056,15.25802617,0.0002723,97.3967,53.8524,255.0867,105.007,0,U,60496,999,7223,0.00048949,0.0001245,0.0
FLOCK 4BE-32,2024-149AF,2025-12-03T11:17:33.318528,15.3426036,0.00032794,97.3921,55.2313,240.5404,119.5512,0,U,60497,999,7224,0.00070178916,0.00023243,0.0
NUSAT-48 (HENRIETTA LEAVITT),2024-149AG,2025-12-04T04:34:48.199296,15.31177508,0.00028038,97.3987,55.6172,251.1668,108.9269,0,U,60498,999,7232,0.00084494878,0.00025428,0.0
FLOCK 4BE-30,2024-149AH,2025-12-04T04:39:14.497920,15.34284625,0.00024926,97.3997,56.4262,238.118,121.982,0,U,60499,999,7173,0.001080702,0.0003592,0.0
NUSAT-49 (KLARA DAN VON NEUMANN),2024-149AJ,2025-12-04T04:43:02.434080,15.30602761,0.0002001,97.3959,55.6214,278.4706,81.6308,0,U,60500,999,7231,0.00085232,0.00025196,0.0
FLOCK 4BE-11,2024-149AK,2025-12-04T16:00:44.948160,15.34749261,0.0003257,97.39,56.4896,242.9752,117.1159,0,U,60501,999,7243,0.0011025,0.00037198,0.0
FLOCK 4BE-33,2024-149AL,2025-12-04T15:52:15.918240,15.37908368,0.0005889,97.3904,55.9796,262.9805,97.077,0,U,60502,999,7239,0.0038884,0.00147536,0.0
FLOCK 4BE-10,2024-149AM,2025-12-04T16:31:17.371200,15.41371857,0.000461,97.3962,56.733,241.5386,118.5396,0,U,60503,999,7242,0.0040726,0.00173611,0.0
YAM-7,2024-149AN,2025-12-04T15:36:43.117920,15.28409687,0.00022,97.3987,54.9772,261.3764,98.7226,0,U,60504,999,7230,0.00063065,0.00017392,0.0
FLOCK 4BE-24,2024-149AP,2025-12-04T15:35:27.206880,15.34929849,0.0003364,97.3909,56.7002,254.4251,105.6621,0,U,60505,999,7244,0.0010629,0.00036061,0.0
LUR-1,2024-149AQ,2025-12-04T16:38:38.026752,15.26837985,0.0002893,97.3955,54.1792,276.273,83.8179,0,U,60506,999,7226,0.00066401,0.00017462,0.0
TANAGER-4001,2024-149AR,2025-12-04T15:44:48.514848,15.43696477,0.0008668,97.3917,65.6298,189.4232,170.6855,0,U,60507,999,7302,0.0013287,0.00060316,0.0
EAGLEEYE,2024-149AS,2025-12-04T11:30:38.140704,15.45928243,0.0002894,97.3948,59.9655,241.1569,118.939,0,U,60508,999,7263,0.00165,0.0008093,0.0
FLOCK 4BE-29,2024-149AT,2025-12-04T16:15:13.491072,15.35848147,0.0002147,97.3999,57.6113,274.114,85.9858,0,U,60509,999,7247,0.00097578,0.00034069,0.0
2024-149AU,2024-149AU,2025-12-04T16:19:20.424864,15.3377429,0.0002678,97.3927,56.5856,261.6769,98.417,0,U,60510,999,7243,0.00089365,0.00029189,0.0
FLOCK 4BE-2,2024-149AV,2025-12-04T15:51:54.376128,15.36725037,0.0002457,97.4008,57.9763,258.5558,101.541,0,U,60511,999,7249,0.0010818,0.0003888,0.0
FLOCK 4BE-13,2024-149AW,2025-12-04T04:25:07.361472,15.34686628,0.00036422,97.3917,56.3707,247.232,112.8539,0,U,60512,999,7238,0.00105582,0.00035543,0.0
FLOCK 4BE-27,2024-149AX,2025-12-04T16:19:21.702720,15.30142319,0.0002889,97.4018,55.8543,281.626,78.4657,0,U,60513,999,7235,0.00075058,0.00021858,0.0
FLOCK 4BE-9,2024-149AY,2025-12-04T16:41:33.339264,15.34014656,0.0002116,97.3986,56.8843,269.9429,90.1572,0,U,60514,999,7243,0.0010634,0.00035039,0.0
FLOCK 4BE-8,2024-149AZ,2025-12-04T16:48:40.958784,15.43091139,0.0003727,97.3912,57.0041,250.1377,109.947,0,U,60515,999,7246,0.0040697,0.00183923,0.0
FLOCK 4BE-6,2024-149BA,2025-12-04T15:53:30.465024,15.33103229,0.0002724,97.3988,56.5073,272.3546,87.7384,0,U,60516,999,7240,0.0010014,0.00032048,0.0
FLOCK 4BE-14,2024-149BB,2025-12-04T15:45:19.784736,15.34059464,0.0003991,97.3905,56.5405,266.8392,93.2394,0,U,60517,999,7243,0.00091591,0.00030197,0.0
FLOCK 4BE-1,2024-149BC,2025-12-04T04:21:05.490720,15.34851414,0.00036548,97.3977,56.7634,267.0854,92.9971,0,U,60518,999,7238,0.0010210604,0.00034546,0.0
FLOCK 4BE-28,2024-149BD,2025-12-04T04:24:57.205152,15.36243823,0.00037503,97.3943,56.9948,271.7478,88.3337,0,U,60519,999,7241,0.001130341,0.00040017,0.0
IPERDRONE.0,2024-149BE,2025-12-04T16:17:34.481184,15.45600937,0.0003336,97.3965,60.5703,229.417,130.6789,0,U,60520,999,7268,0.0013021,0.00062996,0.0
2024-149BF,2024-149BF,2025-12-04T04:30:31.749408,15.48045274,0.00032294,97.398,60.7219,243.9768,116.115,0,U,60521,999,7264,0.0014914387,0.00078654,0.0
CONNECTA IOT-2,2024-149BG,2025-12-04T15:33:17.724384,15.22591669,0.0005435,97.404,54.8247,293.2485,66.8179,0,U,60522,999,7228,0.00053031,0.00012266,0.0
PTD-R (TYVAK-0127),2024-149BH,2025-12-04T15:51:10.370880,15.5262578,0.000277,97.3937,63.1663,237.959,122.1394,0,U,60523,999,7286,0.0012583,0.00077966,0.0
CONNECTA IOT-4,2024-149BJ,2025-12-04T15:59:20.589792,15.34605362,0.0005036,97.3978,56.6777,265.9561,94.1107,0,U,60524,999,7242,0.00099477,0.00033394,0.0
ORESAT0.5,2024-149BK,2025-12-04T15:38:56.058144,15.36812465,0.0005179,97.3907,57.7044,257.0217,103.045,0,U,60525,999,7251,0.0010118,0.00036462,0.0
DEIMOS,2024-149BL,2025-12-04T05:00:10.781568,15.36288935,0.0005106,97.3972,57.4453,267.5395,92.5265,0,U,60526,999,7243,0.0010568,0.00037458,0.0
CUAVA-2,2024-149BM,2025-12-04T15:18:19.353600,15.30656614,0.0006174,97.3927,55.4122,267.7653,92.2881,0,U,60527,999,7235,0.00092454,0.00027404,0.0
ERNST,2024-149BN,2025-12-04T16:22:20.019360,15.33029721,0.0005282,97.3998,56.6493,274.7144,85.3495,0,U,60528,999,7241,0.0008638,0.00027561,0.0
GAINDESAT-1A,2024-149BP,2025-12-04T16:27:10.587744,15.71820514,0.0004315,97.3931,66.0015,250.5211,109.5586,0,U,60529,999,7303,0.0021069,0.00281451,0.0
TORO,2024-149BQ,2025-12-04T15:57:59.352192,14.9541763,8.76e-05,97.7006,51.8908,88.3522,271.7799,0,U,60530,999,7087,0.00050863,5.566e-05,0.0
HYPSO-2,2024-149BR,2025-12-04T15:30:15.105888,14.97378895,8.31e-05,97.7047,52.7339,84.6836,275.4481,0,U,60531,999,7092,0.00073314,8.467e-05,0.0
LEMU NGE,2024-149BS,2025-12-04T15:58:13.177056,14.95749346,5.22e-05,97.7052,52.3925,15.2302,344.8935,0,U,60532,999,7089,0.00065771,7.277e-05,0.0
LEMUR-2-STELLA,2024-149BT,2025-12-04T01:03:45.242496,15.06504029,8.018e-05,97.6914,55.2415,66.6545,293.4766,0,U,60533,999,7106,0.00182646,0.00027006,0.0
SATELIOT_2,2024-149BU,2025-12-04T15:27:37.317024,14.95364822,0.0001687,97.7052,52.0831,74.1334,286.0073,0,U,60534,999,7088,0.00045977,5.018e-05,0.0
NIGHTJAR,2024-149BV,2025-12-04T15:45:28.704672,14.97467708,0.0001526,97.7064,53.0845,64.372,295.766,0,U,60535,999,11374,0.00075762,8.772e-05,0.0
LEMUR-2-MARHISYAM,2024-149BW,2025-12-04T16:42:20.048832,15.0619767,0.0003284,97.7066,56.1186,74.0874,286.0715,0,U,60536,999,7115,0.001939,0.00028447,0.0
SATELIOT_4,2024-149BX,2025-12-04T16:42:01.306080,14.95699502,0.0001668,97.696,51.7904,18.7546,341.3737,0,U,60537,999,7089,0.00056174,6.198e-05,0.0
PICO-02A021,2024-149BY,2025-12-04T04:30:33.904224,15.00759944,0.00030279,97.7034,53.8825,248.1093,111.9809,0,U,60538,999,7046,0.0010159684,0.00012845,0.0
ICEYE-X43,2024-149BZ,2025-12-04T11:32:54.835008,14.98458952,0.0002742,97.6988,53.0434,19.4477,340.685,0,U,60539,999,7094,0.00078044,9.274e-05,0.0
HAWK-10A,2024-149CA,2025-12-04T16:24:33.624864,14.95700877,0.0003714,97.7105,52.8543,25.5292,334.6111,0,U,60540,999,7090,0.00044084,4.851e-05,0.0
UMBRA-09,2024-149CB,2025-12-04T04:20:05.529984,15.10708069,0.00016556,97.7126,57.9734,265.5078,94.5962,0,U,60541,999,7120,0.002344943,0.00038966,0.0
QPS-SAR-8 (AMATERU-IV),2024-149CC,2025-12-04T15:44:24.971712,15.01499042,0.0006228,97.6852,54.6368,71.7909,288.3993,0,U,60542,999,7105,0.0011504,0.00014846,0.0
ARCTIC WEATHER SATELLITE,2024-149CD,2025-12-04T15:29:20.309280,14.89787447,0.0003109,97.7035,49.4491,57.7378,302.4141,0,U,60543,999,7033,0.00022683,2.122e-05,0.0
CAPELLA-15 (ACADIA-5),2024-149CE,2025-12-04T05:14:43.482048,14.92466046,0.0004369,97.699,50.7803,18.7364,341.4016,0,U,60544,999,7077,-0.001308,-0.00013439,0.0
HAWK-10B,2024-149CF,2025-12-04T16:24:23.179104,14.95697556,0.0005996,97.7029,52.4001,37.1547,323.0088,0,U,60545,999,7090,0.00043408,4.777e-05,0.0
ICEYE-X39,2024-149CG,2025-12-04T15:38:38.372064,14.98348473,0.0004837,97.7009,53.2879,25.2359,334.9099,0,U,60546,999,7097,0.00067854,8.032e-05,0.0
UMBRA-10,2024-149CH,2025-12-04T12:16:20.030016,15.10741637,4.93e-05,97.7138,58.3178,266.4192,93.6981,0,U,60547,999,7126,0.0025627,0.00042651,0.0
ICEYE-X33,2024-149CJ,2025-12-04T16:31:05.302848,14.99955968,0.0004868,97.7023,54.3832,55.7094,304.4589,0,U,60548,999,7103,0.00093158,0.00011527,0.0
ICEYE-X40,2024-149CK,2025-12-04T15:53:37.400352,14.97073888,0.0005143,97.7013,53.2229,22.4898,337.6548,0,U,60549,999,7096,0.0002734,3.095e-05,0.0
SATELIOT_1,2024-149CL,2025-12-04T15:51:33.069024,14.97026061,0.0006958,97.696,52.7487,15.8772,344.2666,0,U,60550,999,7095,0.00046417,5.291e-05,0.0
BRO-14,2024-149CM,2025-12-04T16:16:52.019040,14.95543825,0.0007357,97.7081,52.8389,38.5595,321.615,0,U,60551,999,7091,0.00034751,3.798e-05,0.0
SATELIOT_3,2024-149CN,2025-12-04T10:30:40.284000,14.97043652,0.0006069,97.7039,53.1374,35.4793,324.6831,0,U,60552,999,7093,0.00061354,7.016e-05,0.0
BRO-15,2024-149CP,2025-12-04T15:48:12.952800,14.95614449,0.0008678,97.7012,52.5985,27.0902,333.077,0,U,60553,999,7092,0.00014277,1.529e-05,0.0
UM5-RIBAT,2024-149CQ,2025-12-04T16:03:37.387008,14.99453716,0.0007456,97.6958,53.8958,1.3997,358.7246,0,U,60554,999,7102,0.00085175,0.00010399,0.0
UM5-EOSAT,2024-149CR,2025-12-04T16:33:24.177024,14.99867455,0.0007818,97.7031,54.5765,40.6741,319.5065,0,U,60555,999,7104,0.00074896,9.235e-05,0.0
KANYINI,2024-149CS,2025-12-04T16:19:46.507296,15.38771822,0.0001756,97.3945,57.1835,182.1078,178.016,0,U,60556,999,7246,0.0014165,0.0005453,0.0
TROOP-F2,2024-149CT,2025-12-04T11:24:18.201024,15.52400729,0.0003214,97.3891,60.5675,211.1523,148.954,0,U,60557,999,7269,0.0020729,0.0012829,0.0
FLOCK 4BE-35,2024-149CU,2025-12-04T04:22:09.840576,15.33177711,0.00018156,97.3964,55.9893,262.7551,97.3485,0,U,60558,999,7233,0.0011645906,0.00037393,0.0
FLOCK 4BE-5,2024-149CV,2025-12-04T16:15:41.874336,15.32922961,0.0002414,97.4033,56.6608,266.1869,93.9097,0,U,60559,999,7240,0.0011146,0.00035491,0.0
FLOCK 4BE-12,2024-149CW,2025-12-04T05:00:34.316064,15.34888662,0.0003225,97.3935,56.4605,269.335,90.7524,0,U,60560,999,7238,0.0010664,0.00036132,0.0
FLOCK 4BE-3,2024-149CX,2025-12-04T16:45:54.390816,15.34391362,0.0003802,97.3903,56.5844,260.5271,99.5542,0,U,60561,999,7244,0.0010549,0.00035179,0.0
HYPERFIELD-1A,2024-149CY,2025-12-04T15:56:10.953024,15.27962033,0.0004032,97.4001,55.0428,283.3106,76.7684,0,U,60562,999,7230,0.0005534,0.00015043,0.0
FLOCK 4BE-19,2024-149CZ,2025-12-04T04:02:31.719552,15.35958515,0.00035896,97.3934,56.8393,271.7313,88.3519,0,U,60563,999,7240,0.0010790429,0.00037839,0.0
PICO-02C023,2024-149DA,2025-12-04T11:24:39.324096,15.42988268,0.0001789,97.6906,65.2516,281.2968,78.8077,0,U,60564,999,7174,0.0058899,0.00268232,0.0
PTD-4 (LISA-T),2024-149DB,2025-12-03T17:21:31.023936,15.12971793,0.00035191,97.7131,58.2587,10.7132,349.4173,0,U,60565,999,7117,0.0016114305,0.00028451,0.0
PICO-02G027,2024-149DC,2025-12-04T04:48:54.697248,15.4606604,0.0002175,97.6922,65.5956,277.7005,82.3996,0,U,60566,999,7174,0.0057712,0.00292509,0.0
PICO-02F026,2024-149DD,2025-12-04T16:31:45.761376,15.46407468,0.0002523,97.6995,66.4736,273.0131,87.0829,0,U,60567,999,7181,0.0055448,0.00284017,0.0
PICO-02I029,2024-149DE,2025-12-04T05:41:58.439616,15.45415396,0.0002131,97.6919,65.538,282.7671,77.3339,0,U,60568,999,7173,0.0058883,0.00291888,0.0
PICO-02D024,2024-149DF,2025-12-04T12:46:17.810112,15.47067716,0.0002608,97.6988,66.3632,279.7049,80.3905,0,U,60569,999,7179,0.0057566,0.00302334,0.0
PICO-02H028,2024-149DG,2025-12-04T12:38:42.169344,15.45102939,0.0002172,97.6931,65.7681,273.7412,86.3588,0,U,60570,999,7177,0.0059387,0.00291261,0.0
PICO-02B022,2024-149DH,2025-12-04T05:52:22.486080,15.87092081,0.0007972,97.6733,69.9033,300.0921,59.9559,0,U,60571,999,7200,0.0077189,0.0233644,0.0
PICO-02E025,2024-149DJ,2025-12-04T12:23:56.032800,15.61313342,0.0006062,97.7031,68.5168,279.4746,80.5825,0,U,60572,999,7190,0.0064889,0.0059197,0.0
ION SCV-012,2024-149DK,2025-12-04T13:25:44.514336,14.9436714,0.0003957,97.7009,51.5405,36.3069,323.8419,0,U,60573,999,7084,0.00033456,3.544e-05,0.0
GNOMES-5,2024-149DL,2025-12-04T16:16:47.849376,14.99177458,0.0001856,97.7029,53.8292,35.8349,324.2998,0,U,60574,999,7099,0.00087526,0.00010606,0.0
HAWK-10C,2024-149DM,2025-12-04T16:24:52.146432,14.9569832,0.0003181,97.6951,51.9333,16.8194,343.3132,0,U,60575,999,7090,0.00044316,4.877e-05,0.0
LEMUR-2-AHMED-ASRAR,2024-149DN,2025-12-04T12:14:01.987872,15.07552605,0.0001497,97.717,57.3154,323.0236,37.0888,0,U,60576,999,7118,0.0019517,0.00029703,0.0
LEMUR-2-LLOYD,2024-149DP,2025-12-04T15:22:35.141664,15.04601118,0.0004882,97.6931,55.1566,92.2493,267.9292,0,U,60577,999,7109,0.0018984,0.0002668,0.0
LEMUR-2-SQUIRRELCOMM,2024-149DQ,2025-12-04T16:28:07.715424,15.04146646,0.0005758,97.6911,55.46,6.5,353.6299,0,U,60578,999,7113,0.0012233,0.00016942,0.0
LEMUR-2-SIERRINI,2024-149DR,2025-12-04T11:28:54.062400,15.05848394,0.0007035,97.7031,55.7825,116.8334,243.3612,0,U,60579,999,7110,0.0020554,0.00029895,0.0
SEDNA-1,2024-149DS,2025-12-04T16:05:38.340960,15.03791776,0.0007749,97.6837,55.2797,292.1981,67.8422,0,U,60580,999,7112,0.0012562,0.00017241,0.0
STARLINK-31844,2024-150A,2025-12-04T13:52:42.217824,15.30212386,0.0001144,53.1599,28.5094,80.7852,279.3279,0,U,60583,999,7348,0.00016625,4.57e-05,0.0
STARLINK-32204,2024-150B,2025-12-04T09:48:32.349600,15.30204651,0.0001057,53.1608,29.5834,90.8059,269.3062,0,U,60584,999,7345,0.00012297,3.285e-05,0.0
STARLINK-32130,2024-150C,2025-12-04T13:30:04.182624,15.30217866,0.0001339,53.1599,29.1193,89.7146,270.4008,0,U,60585,999,7339,6.1462e-05,1.462e-05,0.0
STARLINK-32173,2024-150D,2025-12-04T12:38:24.029664,15.30206266,0.0001311,53.162,28.8965,121.6424,238.4705,0,U,60586,999,7347,3.8717e-05,7.88e-06,0.0
STARLINK-31911,2024-150E,2025-12-04T10:08:17.297088,15.30202371,0.0001227,53.1613,29.6727,62.8961,297.2165,0,U,60587,999,7337,3.3778e-05,6.41e-06,0.0
STARLINK-31994,2024-150F,2025-12-04T10:53:42.353088,15.30217189,0.0001198,53.1609,29.1495,106.2899,253.8234,0,U,60588,999,7338,0.00013828,3.74e-05,0.0
STARLINK-32169,2024-150G,2025-12-04T10:38:41.546688,15.30206652,7.86e-05,53.1606,29.8014,109.2979,250.8106,0,U,60589,999,7345,7.7851e-06,-1.28e-06,0.0
STARLINK-32209,2024-150H,2025-12-04T11:11:56.940864,15.3020044,0.0001202,53.1616,29.2323,92.524,267.5898,0,U,60590,999,7346,9.5e-05,2.455e-05,0.0
STARLINK-32170,2024-150J,2025-12-04T13:39:11.348640,15.30213255,0.000114,53.1586,29.1584,64.5626,295.5493,0,U,60591,999,7339,0.00020221,5.637e-05,0.0
STARLINK-31497,2024-150K,2025-12-04T13:05:45.165696,15.3020462,0.0001122,53.1599,29.0128,99.8031,260.3096,0,U,60592,999,7347,8.3887e-05,2.126e-05,0.0
STARLINK-32161,2024-150L,2025-12-04T11:08:54.845088,15.30205287,0.0001338,53.1617,29.2197,88.1808,271.9346,0,U,60593,999,7338,0.00011146,2.944e-05,0.0
STARLINK-32210,2024-150M,2025-12-04T12:23:12.817248,15.30217664,0.0001146,53.1603,28.8251,99.3441,260.7689,0,U,60594,999,7347,0.0002981,8.485e-05,0.0
STARLINK-32202,2024-150N,2025-12-04T08:43:20.537760,15.30213001,0.0001157,53.1611,30.0101,88.3126,271.8007,0,U,60595,999,7344,0.00010736,2.823e-05,0.0
STARLINK-31930,2024-150P,2025-12-04T12:32:19.226400,15.30211813,0.0001291,53.1607,28.863,129.1284,230.9832,0,U,60596,999,7339,-0.00010163,-3.369e-05,0.0
STARLINK-32162,2024-150Q,2025-12-04T10:35:39.037056,15.30205683,0.0001343,53.1618,29.7901,94.2559,265.8595,0,U,60597,999,7345,-3.0998e-05,-1.277e-05,0.0
STARLINK-32208,2024-150R,2025-12-04T10:40:12.176832,15.30208035,9.24e-05,53.1593,29.8037,85.6841,274.4266,0,U,60598,999,7345,0.00010001,2.605e-05,0.0
STARLINK-32165,2024-150S,2025-12-04T10:26:32.060256,15.30195168,0.0001059,53.1587,29.7465,66.7077,293.4035,0,U,60599,999,7345,9.3262e-05,2.404e-05,0.0
STARLINK-31923,2024-150T,2025-12-04T13:19:25.965696,15.30202128,0.00012,53.1619,29.0684,105.0599,255.0534,0,U,60600,999,7347,1.6617e-05,1.33e-06,0.0
STARLINK-31988,2024-150U,2025-12-04T10:02:13.992864,15.30198476,0.0001417,53.1597,29.6436,72.3561,287.7595,0,U,60601,999,7337,0.00012986,3.488e-05,0.0
STARLINK-31983,2024-150V,2025-12-04T12:52:04.817568,15.30202777,0.0001313,53.1617,28.9552,85.0421,275.0729,0,U,60602,999,7339,7.7825e-05,1.947e-05,0.0
STARLINK-31874,2024-150W,2025-12-04T09:53:05.993088,15.30196297,8.02e-05,53.1624,29.6019,89.0404,271.0689,0,U,60603,999,7345,6.9109e-05,1.688e-05,0.0
STARLINK-32039,2024-150X,2025-12-04T12:46:55.864992,15.30196781,0.0001091,53.1616,31.7737,110.7167,249.3951,0,U,60604,999,7343,3.2929e-05,6.16e-06,0.0
ZHONGXING-4A,2024-151A,2025-12-04T17:42:49.195296,1.00273625,0.0001415,1.8179,272.9778,39.7032,145.0294,0,U,60606,999,480,0.0,-3.47e-06,0.0
STARLINK-11247 [DTC],2024-152A,2025-12-04T09:28:50.148768,15.69738547,0.0001497,53.1594,226.3445,77.6327,282.4858,0,U,60720,999,7386,3.6466e-05,3.836e-05,0.0
STARLINK-11259 [DTC],2024-152B,2025-12-03T22:40:01.019136,15.69710974,9.497e-05,53.1594,228.5077,103.0759,257.0365,0,U,60721,999,7379,3.888302e-06,-1.17e-06,0.0
STARLINK-11188 [DTC],2024-152C,2025-12-04T16:53:09.223008,15.69715131,0.000122,53.1579,224.7104,94.1267,265.989,0,U,60722,999,7403,5.6373e-06,9.4e-07,0.0
STARLINK-11272 [DTC],2024-152D,2025-12-04T16:39:01.638144,15.69712118,0.0001114,53.1592,224.6441,79.3766,280.7377,0,U,60723,999,7391,2.0728e-05,1.923e-05,0.0
STARLINK-11261 [DTC],2024-152E,2025-12-03T23:57:32.918688,15.69736788,9.844e-05,53.1587,228.1296,95.161,264.952,0,U,60724,999,7380,2.3420485e-05,2.253e-05,0.0
STARLINK-11263 [DTC],2024-152F,2025-12-03T22:11:43.960704,15.69742424,0.00012153,53.1592,228.377,109.865,250.2499,0,U,60725,999,7379,4.8407205e-05,5.287e-05,0.0
STARLINK-11235 [DTC],2024-152G,2025-12-04T16:24:53.563392,15.69717577,0.0001334,53.1589,224.5775,96.1969,263.9201,0,U,60726,999,7404,2.4634e-05,2.397e-05,0.0
STARLINK-11080 [DTC],2024-152H,2025-12-04T10:11:04.424064,15.69732614,0.0001164,53.1588,225.7999,92.9555,267.1596,0,U,60727,999,7400,2.5894e-05,2.552e-05,0.0
STARLINK-11249 [DTC],2024-152J,2025-12-03T23:22:14.192832,15.69726059,0.00012441,53.1597,227.9623,106.2549,253.8606,0,U,60728,999,7380,2.1084092e-05,1.968e-05,0.0
STARLINK-11146 [DTC],2024-152K,2025-12-04T02:18:31.777632,15.69731499,0.00012728,53.1592,227.2908,106.7723,253.3435,0,U,60729,999,7395,3.4853783e-05,3.639e-05,0.0
STARLINK-11255 [DTC],2024-152L,2025-12-03T23:08:07.311264,15.69718079,0.00011952,53.1571,227.9038,111.4242,248.6903,0,U,60730,999,7381,1.559817e-05,1.302e-05,0.0
STARLINK-11254 [DTC],2024-152M,2025-12-04T02:04:24.375072,15.69728237,0.00013209,53.1595,227.2369,105.9262,254.1901,0,U,60731,999,7383,2.8761906e-05,2.899e-05,0.0
STARLINK-11266 [DTC],2024-152N,2025-12-04T01:57:20.752416,15.69725333,0.00013057,53.1592,227.1934,104.0575,256.0589,0,U,60732,999,7382,1.9437702e-05,1.768e-05,0.0
STARLINK-32253,2024-152P,2025-12-04T11:20:07.262592,15.30213545,0.0001326,53.162,350.6241,93.5602,266.555,0,U,60733,999,7222,0.00010287,2.69e-05,0.0
STARLINK-32179,2024-152Q,2025-12-04T10:46:51.464928,15.30204231,0.0001191,53.1608,351.2013,95.3562,264.7574,0,U,60734,999,7213,8.2987e-05,2.1e-05,0.0
STARLINK-32272,2024-152R,2025-12-04T10:41:47.535648,15.29892039,0.0001729,53.1603,350.4777,89.0924,271.0274,0,U,60735,999,7223,0.0021128,0.00062145,0.0
STARLINK-32289,2024-152T,2025-12-04T10:28:37.737696,15.30209122,0.000141,53.1617,351.1209,76.2636,283.8522,0,U,60737,999,7226,0.00021003,5.868e-05,0.0
STARLINK-32304,2024-152U,2025-12-04T10:24:03.992256,15.30200596,0.0001396,53.1617,351.1019,80.2707,279.8451,0,U,60738,999,7226,9.9906e-05,2.601e-05,0.0
STARLINK-32235,2024-152V,2025-12-04T10:19:30.518112,15.30204767,0.0001395,53.1618,351.08,85.2905,274.8255,0,U,60739,999,7221,7.1044e-05,1.746e-05,0.0
STARLINK-32315,2024-152W,2025-12-04T10:14:57.344640,15.30222706,0.0001426,53.1616,351.0627,85.9355,274.1808,0,U,60740,999,7213,0.00054721,0.00015893,0.0
2024-153A,2024-153A,2025-12-04T17:59:34.154304,15.30436278,0.0011281,97.6541,106.9292,118.8786,241.3588,0,U,60745,999,7021,0.002136,0.00063366,0.0
2024-153B,2024-153B,2025-12-04T17:24:07.980768,15.26816221,0.0012083,97.6564,106.9563,124.7047,235.5331,0,U,60746,999,7021,0.001172,0.0003097,0.0
