MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE_A,SAT_TYPE_B,SAT_TYPE_C,SAT_TYPE_D,SAT_TYPE_E,SAT_TYPE_F,SAT_TYPE_G,SAT_TYPE_H,SAT_TYPE_J,SAT_TYPE_K,SAT_TYPE_L,SAT_TYPE_M,SAT_TYPE_N,SAT_TYPE_P,SAT_TYPE_Q,SAT_TYPE_R,SAT_TYPE_S,SAT_TYPE_T,SAT_TYPE_U,SAT_TYPE_V,SAT_TYPE_W,SAT_TYPE_X,SAT_TYPE_Y,SAT_TYPE_Z,CLUSTER
14.24373417,0.0002213,98.9913,321.5819,70.8607,289.281,42362,9.8436e-05,1.81e-06,0.0,6065.825082721268,7188.6694958319695,817.6694958319695,809.0786432725417,812.2603483913972,7.446366171737717,27.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.23037668,0.0002231,98.9931,315.3122,66.6903,293.4508,42327,3.213e-05,2.6e-07,0.0,6071.518832065098,7193.167271598487,822.1672715984869,813.5624759801931,816.7720672167798,7.444037759147772,27.925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.3893531,0.0001928,44.9931,87.8086,79.2594,55.3775,42875,0.0011305,3.376e-05,0.0,6004.439490750978,7140.088208516829,769.0882085168287,760.7115995102267,763.4648175234306,7.471655830856009,27.925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.37634579,0.0001195,44.9936,93.9583,172.5564,187.5302,42878,0.00070775,2.003e-05,0.0,6009.872137334003,7144.394325563992,773.3943255639915,765.5405704420864,767.2480806858966,7.469403808323057,27.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.38622669,0.0001186,45.0036,179.682,46.6074,313.4873,42219,0.00067738,1.952e-05,0.0,6005.744373544276,7141.122625449214,770.122625449214,762.2756883058355,763.9695625925924,7.471114663338215,27.925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.45414838,0.0016689,24.9937,200.0088,212.8278,308.9112,43195,0.00010911,5.73e-06,0.0,5977.522696498014,7118.7337686718965,747.7337686718965,728.85331388536,752.614223458434,7.482853998563634,27.923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
15.49306035,0.0003596,51.6299,183.0583,202.7086,157.3744,54158,0.00029318,0.0001591,0.0,5576.6903405885205,6796.828032691983,425.828032691983,416.3838933314273,421.27217205253874,7.658002542824104,27.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
15.07848634,0.000737,69.8977,8.9569,225.4454,134.6108,46790,0.00064716,9.852e-05,0.0,5730.01812329128,6920.8471706563,549.8471706562996,537.7465062915262,547.9478350210729,7.589078020229101,27.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.52352831,0.0013447,98.6556,322.726,218.8178,141.2052,40498,8.4989e-05,2.98e-06,0.0,5948.967644488311,7096.044547539485,725.0445475394854,708.5024964364093,727.5865986425615,7.494807462832902,26.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.36718921,0.0006384,45.0167,14.5813,184.4011,175.6781,35908,0.00073855,2.056e-05,0.0,6013.702383752487,7147.429540985228,776.4295409852284,764.8666219662628,773.9924600041932,7.467817667676875,26.925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
