MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE_A,SAT_TYPE_B,SAT_TYPE_C,SAT_TYPE_D,SAT_TYPE_E,SAT_TYPE_F,SAT_TYPE_G,SAT_TYPE_H,SAT_TYPE_J,SAT_TYPE_K,SAT_TYPE_L,SAT_TYPE_M,SAT_TYPE_N,SAT_TYPE_P,SAT_TYPE_Q,SAT_TYPE_R,SAT_TYPE_S,SAT_TYPE_T,SAT_TYPE_U,SAT_TYPE_V,SAT_TYPE_W,SAT_TYPE_X,SAT_TYPE_Y,SAT_TYPE_Z,CLUSTER
-2.0282567726449194,0.7123704712467532,1.3644446600377271,-0.9953007468986098,-0.0360039613762192,1.179213857537469,-0.6712522943754682,0.1574801879219249,-0.0294304199413129,-0.013178202933396,1.956755381803182,1.9699657593084632,1.9699657593084676,1.907959220672724,2.0074613957255028,-2.0065212718901613,16.750407085776736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-2.408049284656881,0.4916175710836333,1.3651603488327588,-0.9584137216846452,-0.9324043196234948,1.6429441623577368,5.245826799496872,-0.0354888664576762,-0.0330183246007257,-0.013178202933396,2.3720007936177647,2.379463647892946,2.37946364789295,2.3443182259055924,2.3861212182610068,-2.3983671150079577,16.750407085776736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-2.720369807356281,2.1564555575379023,1.3531870687212788,0.3672327807971491,-0.9234970850981632,1.49511253533973,6.030736997269265,-0.0248564986652825,-0.0329709907661688,-0.013178202933396,2.724427564709244,2.7251893173771853,2.7251893173771893,2.50579619575393,2.9069163402148868,-2.724009390330652,16.465041473303323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-2.677391550478747,2.053050079825049,1.3493474950506348,-0.4607935552207627,1.3815712925261885,-1.0883671608536465,6.050403077870071,0.0023809557477538,-0.0326996101147093,-0.013178202933396,2.6753262151682446,2.677120641825671,2.677120641825675,2.469231213969981,2.8482230850378567,-2.6790123032669104,16.465041473303323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-0.4481126414899721,-0.0098026755965958,0.3825341404592453,-0.1848356896698482,1.3620992941019052,-1.3497969531721434,-0.724976108430543,0.5275628287626302,0.0373197535508239,-0.013178202933396,0.3710678424058074,0.3838808295349619,0.3838808295349658,0.3883666268834156,0.3750847384969349,-0.4224226039858939,15.894310248356495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.653030514332508,0.0555644751394736,0.3853920599042714,-1.065479331411488,1.9063154367366557,-1.890819855867218,6.398892054033775,-0.0219436848146965,-0.0326080980345659,-0.013178202933396,1.5601794620651064,1.5766624926885968,1.5766624926886006,1.5836210094864782,1.5516783702071693,-1.623737167476179,15.894310248356495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.6975326034390417,-0.0300462487516223,0.3852421521161226,-0.012432302549531,-0.7903376358791584,0.7921356624015817,6.373574800846531,-0.0317025497306316,-0.0328952566308778,-0.013178202933396,1.6065254354569054,1.6227393559781251,1.6227393559781296,1.6393559920418137,1.5878362826759822,-1.668913571884399,15.894310248356495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.0380343488995607,1.8243303540976927,1.238739726072493,-1.3183679305139686,-0.0646575074937363,0.072905348196869,5.3662344500719215,0.0306132376211837,-0.0285121435509091,-0.013178202933396,0.9378595310593172,0.9549935823605992,0.954993582360603,0.7686395006615245,1.1250689132385692,-1.0053951604614642,14.752847798462842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-4.013111441860865,0.2279940071260784,1.9338621397174431,1.6052096988259188,-0.2174573558848871,1.4545510924381937,1.5249440706501542,-0.0346716745695417,-0.0333465058536535,-0.013178202933396,4.298585837503383,4.249815818106347,4.249815818106351,4.257539491683427,4.1931946761171766,-4.106355201656448,13.896750961042605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.931235840071896,6.539940116863345,-0.5891971567304384,-0.1986862452315811,-0.2325858859633457,0.2526244382480541,3.269272675664158,-0.0507197772599151,-0.0336746871065813,-0.013178202933396,1.8529388404828884,1.867217205006688,1.867217205006692,1.167294492010449,2.5258724441195217,-1.9071365483376668,13.61138534856919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-0.1875995018057367,0.1270699996709382,1.7299343547492616,1.2007230630623016,-0.612497973142242,0.6159160818382136,0.7110998692351974,0.0118940999873653,-0.0219737632041163,-0.013178202933396,0.1295968342698395,0.1391056068638262,0.13910560686383,0.127390751229782,0.1488833031548155,-0.1680363470370763,11.04309483630847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-4.161660374182625,0.1934166781403154,-0.5800140957725626,-1.3878399783315258,-1.235708894263538,-1.4929018194821928,2.429433080351584,-0.0480170375236499,-0.0335484635477629,-0.013178202933396,4.492418010853796,4.435414750149486,4.43541475014949,4.4485458683621415,4.371393320535488,-4.268925635803771,10.472363611361644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.0947493138065116,0.2327610420948427,1.7839398443635617,1.6533460251371437,-1.088865560375415,1.089905785485047,5.581506451131316,-0.0290149798333422,-0.0322041826463471,-0.013178202933396,0.9938692010855846,1.011173133991747,1.0111731339917505,0.994801918217782,1.015397807248729,-1.0619591643359247,9.33090116146799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.4235623245028644,-0.1075921943051513,-1.6216846297362093,1.4658458041994205,-0.203877265387408,0.2079029824123247,4.708965403785219,0.041766226096538,0.0161394403810975,-0.013178202933396,-0.4169200482078896,-0.4182070796639154,-0.4182070796639116,-0.4101475587321792,-0.4212067127128432,0.4216431841854759,9.33090116146799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-0.9013692301874884,1.1899228921587173,-1.7909015081453428,1.4707259674742663,0.7769289368862375,0.6917264973381378,4.514414368876098,-0.0211877524562844,-0.0305727431486193,-0.013178202933396,0.8040093629242807,0.8205517028217754,0.8205517028217791,0.7012112356173247,0.9270521862777896,-0.8694704761281192,8.474804324047751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.2011612945517474,0.0695390708013306,1.7793845818978855,-1.2791438993077868,-0.8292911648455279,-1.694251080609039,4.093515034638162,-0.0486654670861705,-0.0332392158286579,-0.013178202933396,1.0997000004342146,1.1172004606788282,1.1172004606788322,1.119072197536712,1.1024699916809677,-1.1683370840510274,8.474804324047751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.146001781619097,0.0734245308101179,1.7752113425052334,-1.2421631689618164,1.6286840327142145,-1.6149780258296285,4.109790411687104,-0.0295900344716829,-0.0322988503154609,-0.013178202933396,1.0447203186856149,1.0621389566409816,1.0621389566409851,1.0631674821397874,1.0488643209132351,-1.11315453980949,8.474804324047751,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.1391991510412052,0.0830239025965337,1.7749502128097483,-1.2434235029872904,1.436659519561393,-1.4241904992376564,4.11205088072168,-0.0281805533699934,-0.0322231161801698,-0.013178202933396,1.0379580054591704,1.0553635543197724,1.055363554319772,1.0553137556490595,1.0432152131388637,-1.106355141645629,8.474804324047751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-2.526994821086167,27.29397782464096,0.0637334681533397,1.5730219859820298,-1.2313580120483107,1.3002545377480823,-0.4120518450774909,0.0266748812256638,-0.0251104186407534,-0.013178202933396,2.505028536448091,2.510156685064968,2.510156685064972,-0.508562332341419,5.414952112974827,-2.522018737368928,7.618707486627512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-2.4018942924855486,11.218915542403286,1.767029278713382,0.3314927063989318,0.8321146033478782,-0.8593894724730446,2.3592078423441087,-0.0384323953928026,-0.0331224590367509,-0.013178202933396,2.365156423941243,2.37273297210942,2.372732972109424,1.147622406788795,3.535960786999396,-2.391980800867443,7.618707486627512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.195216555886401,0.5576703912330182,0.3843378696521298,-0.7516299216315101,0.3093955046085687,-0.3027504563982596,2.5405728078848737,-0.0085263120512768,-0.0314342189375549,-0.013178202933396,1.0937620216554145,1.1112557525876618,1.1112557525876656,1.060837485475644,1.1474131176648734,-1.1623856423958216,7.333341874154099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-0.8879395120189205,-0.085814027701276,-0.8216896289435761,0.9119557059662357,1.856605442391063,-0.2308261608563599,2.504556001267306,0.1559273697590466,-0.0196260050100942,-0.013178202933396,0.7909405853970619,0.8074110636679711,0.8074110636679749,0.823356421356349,0.7825830599840764,-0.8561421061936426,7.333341874154099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.0754087098421807,1.1979550195718407,2.222400781757742,-0.4208086383426961,1.5188592078783374,-1.50926060420113,2.372619958615923,0.0957394552084502,-0.0257510032017567,-0.013178202933396,0.9747383762767716,0.991989423300278,0.9919894233002816,0.8725314067032585,1.0966228596957468,-1.042659695144282,7.047976261680686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.282929324798694,1.780186304249958,2.224654234315072,1.181670935622944,-0.5989666023579808,1.4836448471144517,2.329068255216437,-0.0266345607814574,-0.0325891645007432,-0.013178202933396,1.1816862891414364,1.1992276237279051,1.199227623727909,1.0181846189079555,1.36131868345704,-1.2503011234798591,7.047976261680686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.2511666433618658,-0.1022374426964023,1.7885289569749483,1.3877350802622763,-0.9702489455520495,0.9708750583457024,2.184172190100155,-0.035319080295911,-0.0326806765808865,-0.013178202933396,1.1497697325637433,1.1673066788701996,1.1673066788702036,1.1879825148523768,1.133721980770401,-1.218439281846717,7.047976261680686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
