MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE_A,SAT_TYPE_B,SAT_TYPE_C,SAT_TYPE_D,SAT_TYPE_E,SAT_TYPE_F,SAT_TYPE_G,SAT_TYPE_H,SAT_TYPE_J,SAT_TYPE_K,SAT_TYPE_L,SAT_TYPE_M,SAT_TYPE_N,SAT_TYPE_P,SAT_TYPE_Q,SAT_TYPE_R,SAT_TYPE_S,SAT_TYPE_T,SAT_TYPE_U,SAT_TYPE_V,SAT_TYPE_W,SAT_TYPE_X,SAT_TYPE_Y,SAT_TYPE_Z
-1.195216555886401,0.5576703912330182,0.38433786965212985,-0.7516299216315101,0.30939550460856874,-0.3027504563982596,2.5405728078848737,-0.008526312051276876,-0.03143421893755491,-0.013178202933396067,1.0937620216554145,1.1112557525876618,1.1112557525876656,1.060837485475644,1.1474131176648734,-1.1623856423958216,7.333341874154099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8879395120189205,-0.08581402770127604,-0.8216896289435761,0.9119557059662357,1.856605442391063,-0.23082616085635993,2.504556001267306,0.15592736975904664,-0.01962600501009422,-0.013178202933396067,0.7909405853970619,0.8074110636679711,0.8074110636679749,0.823356421356349,0.7825830599840764,-0.8561421061936426,7.333341874154099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0754087098421807,1.1979550195718407,2.222400781757742,-0.42080863834269616,1.5188592078783374,-1.50926060420113,2.372619958615923,0.09573945520845022,-0.02575100320175675,-0.013178202933396067,0.9747383762767716,0.991989423300278,0.9919894233002817,0.8725314067032585,1.0966228596957468,-1.042659695144282,7.047976261680686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2829293247986941,1.780186304249958,2.224654234315072,1.181670935622944,-0.5989666023579808,1.4836448471144517,2.3290682552164372,-0.026634560781457452,-0.03258916450074321,-0.013178202933396067,1.1816862891414364,1.1992276237279051,1.199227623727909,1.0181846189079555,1.3613186834570399,-1.2503011234798593,7.047976261680686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2511666433618658,-0.10223744269640238,1.7885289569749485,1.3877350802622765,-0.9702489455520497,0.9708750583457023,2.184172190100155,-0.035319080295911,-0.03268067658088654,-0.013178202933396067,1.1497697325637433,1.1673066788701996,1.1673066788702036,1.1879825148523768,1.133721980770401,-1.218439281846717,7.047976261680686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2727818138662157,-0.10164972605641774,1.7886160002067768,1.328984773648789,-1.0144186612053703,1.014801171116019,2.1815349762264837,-0.04663349360446126,-0.033169792871307814,-0.013178202933396067,1.17148004711653,1.1890215740650023,1.189021574065006,1.2098146600260193,1.1550719670894665,-1.2401187483612213,7.047976261680686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0155252166708613,-0.11154295616282585,-0.8226809546393973,-0.8028407133238354,-0.8812962813333791,-1.4931451628571735,2.222826210591394,0.14079165865494736,-0.02259856982026738,-0.013178202933396067,0.9157059495965127,0.9327601791691477,0.9327601791691514,0.9524794553299144,0.9028157659146282,-0.9829714268858175,7.047976261680686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.036573723797043,-0.13547608377997816,-0.8226567759638893,-0.7452148682944137,0.10683482391020598,-0.10100299702144505,2.2230522574948517,0.06865386982453048,-0.02693119347670873,-0.013178202933396067,0.9364206771072022,0.9535497616716376,0.9535497616716371,0.9759921065141917,0.920718614005616,-1.0039396381486665,7.047976261680686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0205843921010107,-0.13576994209997048,-0.8221732024537327,0.058060194155565605,-1.2271215152467263,1.2258725794623302,2.1733972877020125,0.0634715525051224,-0.027092128514202177,-0.013178202933396067,0.9206814787577531,0.9377542598971578,0.9377542598971617,0.9600951305516789,0.9052042791926707,-0.9880101486018172,7.047976261680686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9106731056023125,0.37041733954902306,-1.7897989605421858,0.2485327418805035,0.5333589671485364,1.177666362222116,2.2469378802935314,-0.03349767578266235,-0.03144368570446629,-0.013178202933396067,0.8130719847526356,0.8296626822622567,0.8296626822622606,0.7973588783381419,0.8514694733358201,-0.8787071298752016,7.047405530455738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
