OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4459,2022-105Y,2026-02-02T06:15:52.219584,15.05641213,0.00015229,97.6033,276.337,98.4583,261.6816,0,U,53670,999,18797,0.00018398577,2.594e-05,0.0
STARLINK-4440,2022-105Z,2026-02-02T05:13:23.668320,15.01276597,0.00025517,97.6032,275.4918,80.8116,279.3397,0,U,53671,999,18791,-5.5053218e-05,-7.66e-06,0.0
STARLINK-4428,2022-105AA,2026-02-02T04:54:22.402080,15.01262757,0.00028274,97.6023,275.5001,36.4883,323.6533,0,U,53672,999,18791,-1.390324e-05,-2.37e-06,0.0
STARLINK-4456,2022-105AB,2026-02-02T05:31:58.757088,15.05656687,0.00025116,97.6023,276.2796,78.9145,281.2365,0,U,53673,999,18796,-1.7341189e-05,-3.11e-06,0.0
STARLINK-4620,2022-105AC,2026-02-02T05:05:02.756544,15.01260774,0.00030291,97.6029,275.4856,78.9357,281.2208,0,U,53674,999,18791,5.1371011e-05,6.02e-06,0.0
STARLINK-4617,2022-105AD,2026-02-02T05:47:56.321376,15.05665421,0.00019685,97.6017,276.3454,66.6153,293.5281,0,U,53675,999,18797,0.00012535118,1.749e-05,0.0
STARLINK-4621,2022-105AE,2026-02-02T04:59:42.750816,15.01262342,0.00037118,97.6026,275.4823,55.154,305.0033,0,U,53676,999,18791,3.2085102e-05,3.54e-06,0.0
STARLINK-4579,2022-105AF,2026-02-02T06:23:49.135488,15.05645731,0.00025983,97.6033,276.3214,86.4282,273.7242,0,U,53677,999,18797,2.5683229e-05,3.1e-06,0.0
STARLINK-4632,2022-105AH,2026-02-02T05:36:00.037728,15.05642793,0.00024243,97.6024,276.3547,80.9338,279.2163,0,U,53679,999,18797,9.499743e-06,7.6e-07,0.0
STARLINK-4630,2022-105AJ,2026-02-02T04:44:07.756800,15.05646531,0.00024395,97.6036,276.2339,87.5242,272.6264,0,U,53680,999,18796,2.805391e-05,3.44e-06,0.0
STARLINK-4424,2022-105AK,2026-02-02T04:49:02.413632,15.01260336,0.00037094,97.6011,275.4859,31.6104,328.5343,0,U,53681,999,18791,7.6289936e-05,9.22e-06,0.0
STARLINK-4438,2022-105AL,2026-02-02T05:12:02.090304,15.0564508,0.00020698,97.6022,276.2015,84.0549,276.0914,0,U,53682,999,18796,5.7683196e-05,7.72e-06,0.0
STARLINK-4625,2022-105AM,2026-02-02T04:57:23.861952,15.01261559,0.00029048,97.602,275.4757,71.7752,288.3788,0,U,53683,999,18791,3.1660416e-05,3.48e-06,0.0
STARLINK-4624,2022-105AN,2026-02-02T05:21:01.811232,15.012634,0.00017582,97.6038,275.553,71.8095,288.332,0,U,53684,999,18789,8.1259363e-05,9.86e-06,0.0
STARLINK-4626,2022-105AP,2026-02-02T06:22:42.763872,15.01263198,0.00031572,97.6007,275.5385,53.8286,306.323,0,U,53685,999,18792,1.05514e-05,7.7e-07,0.0
STARLINK-4467,2022-105AQ,2026-02-02T05:42:22.785408,15.01273004,3.414e-05,97.6013,275.5553,275.0245,85.0941,0,U,53686,999,18792,0.00059359645,7.577e-05,0.0
STARLINK-4569,2022-105AR,2026-02-02T05:08:02.810688,15.05646648,0.00021838,97.6023,276.2044,82.6528,277.4947,0,U,53687,999,18796,6.1952335e-05,8.33e-06,0.0
STARLINK-4571,2022-105AS,2026-02-02T06:14:21.419232,15.01260071,0.00027916,97.6007,275.5239,23.653,336.4822,0,U,53688,999,18792,2.609377e-05,2.77e-06,0.0
STARLINK-4570,2022-105AU,2026-02-02T05:10:23.443104,15.01275394,0.00033213,97.6033,275.4326,69.2015,290.9565,0,U,53690,999,18791,0.00019184813,2.408e-05,0.0
STARLINK-4560,2022-105AV,2026-02-02T06:07:51.940128,15.05646045,0.00025682,97.602,276.285,85.4806,274.6714,0,U,53691,999,18797,-1.8430341e-05,-3.27e-06,0.0
STARLINK-4572,2022-105AW,2026-02-02T06:04:01.126848,15.19107067,0.00045788,97.6243,279.862,45.8148,314.3461,0,U,53692,999,18817,0.00058884659,0.00012304,0.0
STARLINK-4566,2022-105AX,2026-02-02T05:04:04.823616,15.05655593,0.00020133,97.6035,276.3349,80.7778,279.3677,0,U,53693,999,18797,0.00015716518,2.208e-05,0.0
YAOGAN-33 02,2022-106A,2026-02-02T06:28:12.850752,14.58666715,0.00014743,98.1844,43.1403,175.8873,184.2339,0,U,53698,999,18205,5.5350008e-05,2.12e-06,0.0
STARLINK-4725,2022-107A,2026-02-02T06:45:01.747872,15.08849435,0.0001727,53.2185,42.7028,105.7436,254.3746,0,U,53700,999,18951,8.525139e-05,1.069e-05,0.0
STARLINK-4711,2022-107B,2026-02-02T06:39:44.513856,15.08832093,0.00014552,53.2184,42.6797,97.9465,262.1693,0,U,53701,999,18951,1.6170014e-05,-3.1e-07,0.0
STARLINK-4724,2022-107C,2026-02-02T05:40:50.185344,15.08849169,0.00016955,53.217,28.1757,82.2763,277.8422,0,U,53702,999,18974,0.00047456789,7.275e-05,0.0
STARLINK-4731,2022-107D,2026-02-02T07:00:56.170656,15.08842634,0.00013365,53.2184,42.7717,87.5088,272.6057,0,U,53703,999,18951,7.308742e-06,-1.72e-06,0.0
STARLINK-4714,2022-107E,2026-02-02T06:34:32.522592,15.08850056,0.00012573,53.2194,43.3629,98.4718,261.6416,0,U,53704,999,18934,7.1383401e-05,8.49e-06,0.0
STARLINK-4717,2022-107F,2026-02-02T06:29:14.083296,15.08827499,0.00014645,53.2168,43.3396,62.7517,297.3624,0,U,53705,999,18950,-8.2294527e-05,-1.597e-05,0.0
STARLINK-4716,2022-107G,2026-02-02T07:43:23.196864,15.08838135,0.00011105,53.2184,42.9521,86.1037,274.0082,0,U,53706,999,18951,0.00015670067,2.207e-05,0.0
STARLINK-4667,2022-107H,2026-02-02T05:56:43.790784,15.08842108,0.00013911,53.2188,28.2403,87.1421,272.973,0,U,53707,999,18971,3.521382e-05,2.73e-06,0.0
STARLINK-4694,2022-107J,2026-02-02T05:35:30.730848,15.08835873,0.00012998,53.2186,28.1589,91.8709,268.2432,0,U,53708,999,18971,-8.3073384e-05,-1.61e-05,0.0
STARLINK-4685,2022-107K,2026-02-02T06:52:19.272288,15.08842102,0.00016129,53.218,47.747,94.5254,265.5922,0,U,53709,999,18913,0.00013985818,1.939e-05,0.0
STARLINK-4627,2022-107M,2026-02-02T07:08:13.617312,15.08850683,0.00012474,53.2192,47.8064,91.8267,268.2868,0,U,53711,999,18913,0.00016927896,2.408e-05,0.0
STARLINK-4683,2022-107N,2026-02-02T06:31:06.005856,15.0883748,0.00013784,53.2184,47.6646,92.8023,267.3127,0,U,53712,999,18915,6.1467607e-05,6.9e-06,0.0
STARLINK-4686,2022-107R,2026-02-02T06:59:36.786336,15.08838551,0.00014822,53.2177,52.7459,88.2134,271.9028,0,U,53715,999,18907,6.304429e-05,7.15e-06,0.0
STARLINK-4699,2022-107S,2026-02-02T06:54:18.426528,15.08837987,0.00013132,53.2175,52.7246,90.6857,269.4286,0,U,53716,999,18906,5.9923615e-05,6.66e-06,0.0
STARLINK-4695,2022-107U,2026-02-02T06:39:53.719776,15.0883466,0.00015003,53.2205,53.3554,98.5136,261.6027,0,U,53718,999,18905,-0.00012549382,-2.284e-05,0.0
STARLINK-4644,2022-107V,2026-02-02T05:06:59.477760,15.08838422,0.00015761,53.221,23.0056,92.8066,267.3106,0,U,53719,999,18948,3.9468423e-05,3.4e-06,0.0
STARLINK-4642,2022-107W,2026-02-02T07:04:55.552224,15.08836588,0.00019887,53.2185,52.7725,90.8064,269.3156,0,U,53720,999,18907,8.7482546e-05,1.104e-05,0.0
STARLINK-4707,2022-107X,2026-02-02T05:40:08.610528,15.08840074,0.00013358,53.2176,53.1135,91.3963,268.7182,0,U,53721,999,18906,2.8197108e-05,1.61e-06,0.0
STARLINK-4700,2022-107Y,2026-02-02T05:50:45.637728,15.08835058,0.00015396,53.2182,53.1569,83.3945,276.7223,0,U,53722,999,18905,4.39557e-07,-2.81e-06,0.0
STARLINK-4705,2022-107Z,2026-02-02T06:49:01.214976,15.08824276,0.00013532,53.2177,52.7065,92.0026,268.1121,0,U,53723,999,18921,0.00021250418,3.094e-05,0.0
STARLINK-4663,2022-107AA,2026-02-02T07:10:13.162080,15.08838125,0.00014828,53.2183,52.7932,76.1942,283.9215,0,U,53724,999,18907,6.0426953e-05,6.74e-06,0.0
STARLINK-4697,2022-107AC,2026-02-02T07:20:51.417888,15.08819354,0.00014368,53.2173,52.84,95.5089,264.6068,0,U,53726,999,18907,0.00024403746,3.596e-05,0.0
STARLINK-4701,2022-107AD,2026-02-02T07:36:44.736480,15.08843965,0.00012246,53.2176,52.907,88.0224,272.0909,0,U,53727,999,18921,1.5724208e-05,-3.8e-07,0.0
STARLINK-4640,2022-107AE,2026-02-02T07:31:26.748192,15.08841528,0.0001341,53.217,52.8846,90.7501,269.3645,0,U,53728,999,18921,2.5519908e-05,1.18e-06,0.0
STARLINK-4651,2022-107AF,2026-02-02T07:52:39.686304,15.08835081,0.00012903,53.2176,52.9762,89.9755,270.1385,0,U,53729,999,18924,-5.2461027e-05,-1.123e-05,0.0
STARLINK-4641,2022-107AG,2026-02-02T07:42:03.021120,15.08857648,0.00014761,53.2171,52.9322,74.2835,285.832,0,U,53730,999,18921,0.00011996134,1.623e-05,0.0
STARLINK-4636,2022-107AH,2026-02-02T05:58:26.153184,15.10318993,0.00039461,53.215,53.1931,44.3735,315.7573,0,U,53731,999,18923,0.00081749352,0.00013285,0.0
STARLINK-4661,2022-107AJ,2026-02-02T06:13:21.865440,15.08819294,0.00014409,53.2171,53.2556,81.3282,278.7874,0,U,53732,999,18920,9.8414943e-05,1.278e-05,0.0
STARLINK-4574,2022-107AK,2026-02-02T06:33:11.932992,15.08842493,0.00014607,53.2177,53.3389,90.8269,269.289,0,U,53733,999,18923,1.3120123e-05,-7.9e-07,0.0
STARLINK-4616,2022-107AL,2026-02-02T07:47:21.844896,15.08839343,0.00013808,53.2184,52.9565,89.7042,270.4108,0,U,53734,999,18924,1.3309514e-05,-7.6e-07,0.0
STARLINK-4618,2022-107AM,2026-02-02T05:38:49.023168,15.08838054,0.00012572,53.217,63.095,81.6802,278.4332,0,U,53735,999,18909,0.00010942304,1.454e-05,0.0
STARLINK-4652,2022-107AN,2026-02-02T06:27:53.737344,15.08839357,0.00012931,53.2175,53.316,91.1138,269.0002,0,U,53736,999,18923,4.9223052e-05,4.96e-06,0.0
STARLINK-4646,2022-107AP,2026-02-02T06:00:02.000160,15.94921862,0.00087654,53.1843,353.3258,114.4388,301.2104,0,U,53737,999,592,0.0020259213,0.00800646,0.00028706263
STARLINK-4662,2022-107AQ,2026-02-02T07:08:53.581632,15.08838646,0.00015236,53.2183,62.773,95.1632,264.9534,0,U,53738,999,18910,3.723474e-05,3.05e-06,0.0
STARLINK-4607,2022-107AS,2026-02-02T05:49:25.690944,15.08836777,0.00013909,53.2187,63.1451,101.291,258.8238,0,U,53740,999,18924,2.7544246e-05,1.5e-06,0.0
STARLINK-4637,2022-107AU,2026-02-02T05:54:44.539776,15.08825419,0.00013671,53.2187,63.1679,102.7929,257.3216,0,U,53742,999,18924,-8.1032367e-05,-1.577e-05,0.0
STARLINK-4645,2022-107AV,2026-02-02T06:15:57.555648,15.08836695,0.00013915,53.2175,63.256,94.03,266.0852,0,U,53743,999,18924,6.7513613e-05,7.87e-06,0.0
STARLINK-4670,2022-107AW,2026-02-02T06:47:40.331616,15.08840551,0.00013517,53.2186,62.6908,84.0832,276.0315,0,U,53744,999,18925,-2.5681066e-05,-6.97e-06,0.0
STARLINK-4656,2022-107AX,2026-02-02T06:21:15.594048,15.08838895,0.00014514,53.2181,63.281,85.664,274.4518,0,U,53745,999,18924,5.0889297e-05,5.22e-06,0.0
STARLINK-4589,2022-107AY,2026-02-02T06:10:39.048096,15.08850803,0.00014958,53.2183,63.2357,93.736,266.3803,0,U,53746,999,18924,-9.2301009e-05,-1.757e-05,0.0
STARLINK-4612,2022-107BC,2026-02-02T06:31:52.660992,15.08839842,0.00014014,53.2173,63.3248,87.6555,272.4597,0,U,53750,999,18925,0.00011563213,1.553e-05,0.0
SHERPA-LTC2,2022-107BG,2026-02-02T06:07:18.358176,14.68116709,0.04001808,53.2353,70.8475,209.0393,148.7784,0,U,53754,999,18271,0.00035204935,6.831e-05,0.0
CENTISPACE-1 S3,2022-108A,2026-02-02T04:17:33.126432,14.61073942,0.00092338,53.5318,253.46,356.9011,3.1906,0,U,53757,999,18179,0.00014317554,5.2e-06,0.0
CENTISPACE-1 S4,2022-108B,2026-02-02T07:01:16.044384,14.6171306,0.00083339,53.5292,251.1287,344.9782,15.0944,0,U,53758,999,18183,0.00013888982,5.08e-06,0.0
YAOGAN-35 05A,2022-109A,2026-02-02T05:17:08.024928,15.23122385,0.00065665,35.0064,107.6375,255.9536,104.0449,0,U,53760,999,19002,-2.393526e-06,-9.5e-07,0.0
YAOGAN-35 05B,2022-109B,2026-02-02T06:54:31.218912,15.33144755,0.00055638,34.9786,94.8115,27.4514,332.6496,0,U,53761,999,19011,0.00067866001,0.00022346,0.0
YAOGAN-35 05C,2022-109D,2026-02-02T08:20:46.690368,15.21200384,0.0003568,34.9915,124.3809,141.4627,218.6342,0,U,53763,999,18981,0.00046048931,0.00010499,0.0
EUTELSAT KONNECT VHTS,2022-110A,2026-02-02T02:00:38.693088,1.00276156,0.00032316,0.0589,100.3025,188.367,236.447,0,U,53765,999,548,0.0,8e-08,0.0
STARLINK-4718,2022-111A,2026-02-02T07:06:16.783776,15.0882586,0.00013038,53.2177,82.9368,90.7075,269.4066,0,U,53773,999,18850,0.0001801741,2.58e-05,0.0
STARLINK-4719,2022-111B,2026-02-02T07:00:57.806208,15.08844003,0.00013442,53.2175,82.9142,89.6572,270.4574,0,U,53774,999,18836,0.00019904153,2.882e-05,0.0
STARLINK-4722,2022-111C,2026-02-02T06:09:21.229344,15.08838017,0.00015022,53.2172,73.4225,79.9686,280.1476,0,U,53775,999,18834,8.3688013e-05,1.044e-05,0.0
STARLINK-4664,2022-111E,2026-02-02T05:58:46.130592,15.08828032,0.00014504,53.2171,73.372,97.6045,262.5112,0,U,53777,999,18834,-0.00012599956,-2.292e-05,0.0
STARLINK-4709,2022-111F,2026-02-02T06:37:45.153120,15.08829,0.00013126,53.2189,77.8276,95.1238,264.9904,0,U,53778,999,18828,-9.3701212e-05,-1.778e-05,0.0
STARLINK-4706,2022-111G,2026-02-02T05:53:26.331360,15.08838457,0.00014206,53.2176,73.3506,94.5535,265.562,0,U,53779,999,18834,4.1103387e-05,3.66e-06,0.0
STARLINK-4678,2022-111H,2026-02-02T06:04:02.861760,15.08834173,0.00015069,53.2179,73.3936,108.5751,251.5405,0,U,53780,999,18834,7.1006334e-05,8.42e-06,0.0
STARLINK-4462,2022-111J,2026-02-02T02:26:45.047328,15.08839252,0.00013779,53.2173,73.8772,89.1753,270.9398,0,U,53781,999,18832,8.0907947e-05,1e-05,0.0
STARLINK-4679,2022-111K,2026-02-02T05:48:07.949088,15.08841786,0.00014179,53.2174,73.3277,85.0424,275.073,0,U,53782,999,18834,6.5018188e-05,7.47e-06,0.0
STARLINK-4536,2022-111L,2026-02-02T07:02:17.692512,15.08841514,0.0001566,53.2182,72.9409,85.1027,275.0144,0,U,53783,999,18835,9.2795434e-05,1.189e-05,0.0
STARLINK-4687,2022-111M,2026-02-02T02:32:03.058080,15.08864682,0.00013868,53.2181,73.8996,85.7694,274.3456,0,U,53784,999,18832,-0.00026840683,-4.56e-05,0.0
STARLINK-4743,2022-111Q,2026-02-02T06:51:41.369472,15.08836454,0.00015128,53.2184,72.8982,92.5267,267.5898,0,U,53787,999,18835,5.1611117e-05,5.33e-06,0.0
STARLINK-4666,2022-111S,2026-02-01T13:06:31.428576,15.08874832,0.00013285,53.2171,76.1029,84.174,275.9404,0,U,53789,999,18823,-0.0010910414,-0.00017626,0.0
STARLINK-4734,2022-111T,2026-02-02T06:56:59.666208,15.08852053,0.00014734,53.2178,72.917,95.6487,264.4673,0,U,53790,999,18835,8.7087524e-05,1.099e-05,0.0
STARLINK-4739,2022-111V,2026-02-02T06:26:39.352128,15.08838329,0.00013589,53.2182,73.4856,97.2198,262.8949,0,U,53792,999,18833,6.9289852e-05,8.15e-06,0.0
STARLINK-4728,2022-111W,2026-02-02T06:46:22.683936,15.08839941,0.00014521,53.2188,72.8742,101.648,258.4675,0,U,53793,999,18834,7.7953972e-05,9.53e-06,0.0
STARLINK-4730,2022-111X,2026-02-02T06:53:03.820992,15.08846025,0.00016841,53.2173,72.9025,87.1629,272.9556,0,U,53794,999,18834,-9.9098873e-05,-1.865e-05,0.0
STARLINK-4742,2022-111Y,2026-02-02T06:30:27.524160,15.08837765,0.00011233,53.2165,72.7993,82.1478,277.9641,0,U,53795,999,18834,1.7545688e-05,-9e-08,0.0
STARLINK-4723,2022-111AA,2026-02-02T06:14:32.343648,15.08840837,0.00015999,53.2177,72.7338,89.3505,270.7671,0,U,53797,999,18833,-1.5875379e-05,-5.41e-06,0.0
STARLINK-4712,2022-111AB,2026-02-02T06:19:50.652480,15.08840472,0.00014032,53.2171,72.7563,97.9469,262.1683,0,U,53798,999,18833,5.7409635e-05,6.26e-06,0.0
STARLINK-4710,2022-111AC,2026-02-02T05:45:32.442912,15.08834663,0.00014075,53.2179,63.3324,90.8363,269.2791,0,U,53799,999,18846,5.8754688e-05,6.47e-06,0.0
STARLINK-4720,2022-111AD,2026-02-02T07:06:37.047168,15.50578873,0.00045548,53.2117,49.5782,51.2094,308.9323,0,U,53800,999,18866,0.00047992115,0.00027566,0.0
STARLINK-4715,2022-111AE,2026-02-02T06:37:05.804832,15.08836119,0.00012448,53.2187,62.8498,92.4568,267.6567,0,U,53801,999,18847,8.4885503e-05,1.063e-05,0.0
STARLINK-4726,2022-111AF,2026-02-02T06:53:01.660128,15.08844486,0.00015076,53.2163,62.9159,88.2937,271.8228,0,U,53802,999,18847,0.00034930843,5.276e-05,0.0
STARLINK-4727,2022-111AG,2026-02-02T05:38:11.637888,15.08839657,0.00013978,53.2183,48.3305,92.6262,267.489,0,U,53803,999,18867,0.00011393812,1.526e-05,0.0
STARLINK-4729,2022-111AH,2026-02-02T06:41:47.305536,15.08839084,0.0001534,53.2182,57.8705,98.3281,261.7885,0,U,53804,999,18854,1.82325e-07,-2.85e-06,0.0
STARLINK-4763,2022-111AJ,2026-02-02T05:50:11.354208,15.08844672,0.00016664,53.2163,48.3761,85.782,274.3362,0,U,53805,999,18867,0.00049171759,7.547e-05,0.0
STARLINK-4768,2022-111AK,2026-02-02T06:47:04.454880,15.08826433,0.00012743,53.2166,47.9133,90.2445,269.8693,0,U,53806,999,18868,0.00030894136,4.631e-05,0.0
BLUEWALKER-3,2022-111AL,2026-02-02T03:56:07.493568,15.36616231,0.00083546,53.2312,307.0993,112.7493,247.4395,0,U,53807,999,18943,0.0001819147,6.22e-05,0.0
ZHONGXING-1E,2022-112A,2026-02-02T03:34:05.901888,1.00273273,0.00043337,0.0611,262.7798,21.2051,343.2367,0,U,53813,999,1249,0.0,-1.59e-06,0.0
STRIX-1,2022-113A,2026-02-02T07:59:25.614240,15.33521585,0.00042783,97.4707,93.4423,15.2464,344.8906,0,U,53815,999,18673,0.00064048606,0.00020711,0.0
STARLINK-4738,2022-114B,2026-02-02T04:29:56.160384,15.08839417,0.00013838,53.2175,103.3672,89.8771,270.2379,0,U,53819,999,18747,5.5209269e-05,5.91e-06,0.0
STARLINK-4758,2022-114C,2026-02-02T05:17:42.545184,15.08828175,0.00011826,53.2172,103.5696,98.7746,261.338,0,U,53820,999,18747,0.00015450677,2.171e-05,0.0
STARLINK-4748,2022-114F,2026-02-02T07:49:23.039040,15.08756926,0.00011045,53.2176,57.8608,112.8775,247.2334,0,U,53823,999,18812,0.0014409655,0.00022667,0.0
STARLINK-4757,2022-114G,2026-02-02T05:01:38.804160,15.08838487,0.00011877,53.2179,102.8076,87.377,272.7358,0,U,53824,999,18739,2.7861569e-05,1.56e-06,0.0
STARLINK-4751,2022-114H,2026-02-02T05:07:04.878624,15.08827886,0.0002196,53.2171,103.5256,84.9456,275.1787,0,U,53825,999,18747,0.00038258152,5.804e-05,0.0
STARLINK-4756,2022-114J,2026-02-01T11:11:18.520512,15.08848108,0.00015549,53.217,106.682,82.317,277.7999,0,U,53826,999,18736,7.4111678e-05,8.92e-06,0.0
STARLINK-4764,2022-114K,2026-02-02T04:56:27.852288,15.08839659,0.00014962,53.217,103.4769,101.6716,258.4444,0,U,53827,999,18747,-5.84718e-07,-2.97e-06,0.0
STARLINK-4760,2022-114L,2026-02-01T14:16:46.293600,15.08846751,0.00013501,53.2183,106.0623,96.5334,263.5812,0,U,53828,999,18738,2.340038e-05,8.5e-07,0.0
STARLINK-4759,2022-114M,2026-02-02T04:51:09.370656,15.08841085,0.00010755,53.2174,103.4536,105.5075,254.6036,0,U,53829,999,18747,6.6230544e-05,7.66e-06,0.0
STARLINK-4761,2022-114N,2026-02-02T04:24:37.749600,15.08845894,0.00015686,53.2181,103.3389,66.6333,293.4824,0,U,53830,999,18747,4.8817059e-05,4.89e-06,0.0
STARLINK-4649,2022-114P,2026-02-02T04:45:50.868288,15.08842075,0.00014609,53.2178,103.4341,77.626,282.4895,0,U,53831,999,18747,6.5725219e-05,7.58e-06,0.0
STARLINK-4747,2022-114Q,2026-02-02T04:14:01.155264,15.08837544,0.00012989,53.2181,103.2935,81.9084,278.2056,0,U,53832,999,18747,3.4352394e-05,2.59e-06,0.0
STARLINK-4771,2022-114R,2026-02-02T04:31:19.071552,15.08837836,0.00012768,53.2182,103.3665,92.722,267.3919,0,U,53833,999,18747,-2.033986e-06,-3.2e-06,0.0
STARLINK-4737,2022-114S,2026-02-01T15:20:20.879520,15.08823633,0.00014209,53.2169,105.6267,104.8743,255.2407,0,U,53834,999,18739,1.754271e-06,-2.6e-06,0.0
STARLINK-4783,2022-114T,2026-02-02T04:19:19.299936,15.0884207,0.00013006,53.2171,103.3171,89.9545,270.1596,0,U,53835,999,18747,0.00012223733,1.658e-05,0.0
STARLINK-4778,2022-114U,2026-02-02T03:38:18.074976,15.0885375,0.00015451,53.2178,93.8591,86.1748,273.9421,0,U,53836,999,18760,0.0001804659,2.586e-05,0.0
STARLINK-4776,2022-114V,2026-02-02T04:08:42.030816,15.08856248,0.0001463,53.218,103.2712,94.423,265.6929,0,U,53837,999,18747,-9.5100297e-05,-1.802e-05,0.0
STARLINK-4773,2022-114W,2026-02-01T11:39:10.080576,15.08835476,0.00012968,53.2176,96.8151,83.9924,276.1216,0,U,53838,999,18750,6.3406861e-05,7.21e-06,0.0
STARLINK-4784,2022-114X,2026-02-02T03:43:37.929504,15.08839291,0.000145,53.2176,93.8892,77.4472,282.6683,0,U,53839,999,18760,5.1902124e-05,5.38e-06,0.0
STARLINK-4766,2022-114Y,2026-02-01T14:35:23.671968,15.0883876,0.00015003,53.2178,96.1613,103.2013,256.9147,0,U,53840,999,18752,0.00010586319,1.397e-05,0.0
STARLINK-4750,2022-114Z,2026-02-02T03:27:44.510688,15.08829951,0.00010279,53.2181,93.8201,96.8904,263.2205,0,U,53841,999,18760,2.390466e-06,-2.5e-06,0.0
STARLINK-4754,2022-114AA,2026-02-01T09:37:14.991744,15.08836557,0.00014671,53.2169,97.0015,93.2593,266.8567,0,U,53842,999,18749,0.00019006129,2.738e-05,0.0
STARLINK-4769,2022-114AB,2026-02-01T14:39:19.323648,15.08853518,0.00013257,53.216,96.1772,88.6936,271.4208,0,U,53843,999,18752,8.7550432e-05,1.106e-05,0.0
STARLINK-4745,2022-114AC,2026-02-02T04:31:15.619008,15.08840053,0.00013528,53.2176,93.3868,86.8226,273.2921,0,U,53844,999,18761,3.2914232e-05,2.36e-06,0.0
STARLINK-4753,2022-114AD,2026-02-02T04:47:11.194368,15.08838647,0.00016282,53.2178,93.4716,81.0767,279.041,0,U,53845,999,18761,-2.409819e-06,-3.26e-06,0.0
STARLINK-4746,2022-114AE,2026-02-02T04:20:39.374592,15.08834874,0.00014221,53.2173,93.3431,96.346,263.7694,0,U,53846,999,18761,5.6224397e-05,6.07e-06,0.0
STARLINK-4777,2022-114AF,2026-02-01T11:07:19.555392,15.08837329,0.00013038,53.2169,96.6823,93.6596,266.4545,0,U,53847,999,18750,6.0350653e-05,6.73e-06,0.0
STARLINK-4780,2022-114AG,2026-02-01T10:40:47.366688,15.08843551,0.00012806,53.2173,96.5659,96.744,263.3698,0,U,53848,999,18750,0.00010989388,1.462e-05,0.0
STARLINK-4770,2022-114AH,2026-02-02T06:01:21.406944,15.08828949,0.00015577,53.2175,93.0681,88.0085,272.1085,0,U,53849,999,18762,8.824277e-06,-1.48e-06,0.0
STARLINK-4767,2022-114AJ,2026-02-01T10:24:52.722720,15.08839818,0.00012757,53.2178,96.4936,88.09,272.0238,0,U,53850,999,18750,0.00014062428,1.951e-05,0.0
STARLINK-4755,2022-114AK,2026-02-02T04:15:20.784096,15.08838882,0.00012618,53.2173,93.3226,92.121,267.9927,0,U,53851,999,18761,-5.6086006e-05,-1.18e-05,0.0
STARLINK-4797,2022-114AL,2026-02-01T14:16:08.713056,15.08823308,0.00013404,53.2173,91.0915,88.1173,271.9972,0,U,53852,999,18759,3.160799e-05,2.15e-06,0.0
STARLINK-4794,2022-114AM,2026-02-02T07:15:30.000384,15.0884063,0.00011584,53.2174,92.6769,95.4201,264.6923,0,U,53853,999,18763,7.8352325e-05,9.59e-06,0.0
STARLINK-4800,2022-114AN,2026-02-02T06:50:27.336768,15.08775601,0.00017962,53.2173,83.2891,109.2699,250.8488,0,U,53854,999,18776,0.0011444507,0.00017941,0.0
STARLINK-4703,2022-114AP,2026-02-02T04:11:24.980352,15.08840748,0.00014483,53.2184,93.3008,77.8148,282.3006,0,U,53855,999,18761,4.3230907e-05,4e-06,0.0
STARLINK-4795,2022-114AQ,2026-02-01T12:59:57.512832,15.08841235,0.00013251,53.2175,86.4792,90.0537,270.0607,0,U,53856,999,18765,1.8278464e-05,3e-08,0.0
STARLINK-4809,2022-114AR,2026-02-02T03:48:48.959136,15.08845011,0.00012221,53.2167,93.2016,64.4429,295.669,0,U,53857,999,18761,0.00030253211,4.531e-05,0.0
STARLINK-4798,2022-114AS,2026-02-02T06:45:06.797952,15.08840549,0.00016937,53.2184,83.2619,119.115,241.0012,0,U,53858,999,18776,3.3228909e-05,2.41e-06,0.0
STARLINK-4790,2022-114AT,2026-02-02T07:08:12.507936,15.08840912,0.00011835,53.2173,87.6603,92.7818,267.331,0,U,53859,999,18770,7.0685797e-05,8.37e-06,0.0
STARLINK-4799,2022-114AU,2026-02-02T06:34:30.304704,15.08848463,0.00013262,53.2157,83.2229,90.8356,269.2788,0,U,53860,999,18752,0.00019521267,2.821e-05,0.0
STARLINK-4781,2022-114AV,2026-02-02T06:39:48.890880,15.08848274,0.00013951,53.2159,83.251,91.8077,268.3075,0,U,53861,999,18776,6.876332e-06,-1.78e-06,0.0
STARLINK-4788,2022-114AX,2026-02-01T12:54:39.172896,15.08841095,0.00014522,53.2182,86.4482,86.7817,273.3341,0,U,53863,999,18765,0.00010127484,1.324e-05,0.0
STARLINK-4779,2022-114AY,2026-02-02T06:55:36.442272,15.08842452,0.00014282,53.2174,82.6085,85.3464,274.7691,0,U,53864,999,18777,4.634635e-05,4.5e-06,0.0
