OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-02-02T02:32:57.538464,13.76448981,0.0024422,90.2164,68.6422,345.9666,68.1314,0,U,900,999,5284,0.00064841621,6.44e-06,0.0
CALSPHERE 2,1964-063E,2026-02-02T03:06:15.933312,13.52888518,0.0016622,90.2297,72.6129,258.1437,166.2895,0,U,902,999,83800,5.3798842e-05,4.4e-07,0.0
LCS 1,1965-034C,2026-02-02T06:22:08.201280,9.89309885,0.0013426,32.1387,137.3724,3.4492,356.6096,0,U,1361,999,19652,-0.0014335915,-3e-08,0.0
TEMPSAT 1,1965-065E,2026-02-02T07:42:27.232992,13.33586716,0.00678385,89.9875,212.6134,267.3317,211.065,0,U,1512,999,94207,5.1680129e-05,3.4e-07,0.0
CALSPHERE 4A,1965-065H,2026-02-02T07:01:09.064128,13.36252373,0.0071589,89.9095,123.7934,123.987,299.7998,0,U,1520,999,94469,0.00018640975,1.07e-06,0.0
OPS 5712 (P/L 160),1967-053A,2026-02-02T06:01:46.716096,14.75464667,0.00063691,69.9189,8.4899,260.6143,99.4283,0,U,2826,999,4631,0.0015938779,0.00010798,0.0
LES-5,1967-066E,2026-02-02T06:01:51.742848,1.09426003,0.00568208,2.312,100.6765,205.4068,155.5219,0,U,2866,999,12956,0.0,-1.14e-06,0.0
SURCAL 159,1967-053F,2026-02-02T01:59:39.966144,13.99563461,0.00095184,69.9744,291.7474,284.1318,75.8731,0,U,2872,999,99130,0.00011090787,1.08e-06,0.0
OPS 5712 (P/L 153),1967-053H,2026-02-02T06:46:11.192736,13.96804321,0.00073086,69.9734,44.4596,347.1477,12.9441,0,U,2874,999,98794,6.3957541e-05,3.6e-07,0.0
OPS 3811 (DSP 2),1971-039A,2026-02-02T06:35:11.051808,0.98162127,0.00248606,0.2441,339.7297,310.385,297.7433,0,U,5204,999,20490,0.0,-1.82e-06,0.0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-02-02T07:32:56.624064,14.37671699,0.00586818,87.622,16.2211,322.2757,37.4333,0,U,5398,999,85450,0.0003442944,1.072e-05,0.0
OSCAR 7 (AO-7),1974-089B,2026-02-02T06:52:48.186048,12.5369558,0.00123047,101.9969,45.0971,29.8135,40.7614,0,U,7530,999,34361,4.3539077e-05,-3.9e-07,0.0
STARLETTE,1975-010A,2026-02-02T04:37:39.284256,13.82348675,0.02055552,49.824,277.4486,337.0807,22.1013,0,U,7646,999,57586,2.8736193e-05,-1.06e-06,0.0
LAGEOS 1,1976-039A,2026-02-02T06:36:17.976384,6.38664903,0.00446593,109.8258,133.1518,331.1645,87.3855,0,U,8820,999,90452,0.0,-6e-08,0.0
OPS 8701 (DSP 10),1982-019A,2026-02-02T03:00:09.153216,0.98189775,0.00062953,9.5629,310.1762,318.468,231.6148,0,U,13086,999,2433,0.0,-1.69e-06,0.0
PHASE 3B (AO-10),1983-058B,2026-02-01T21:07:19.595424,2.0587136,0.60571976,25.966,242.397,78.0086,340.2671,0,U,14129,999,29270,0.0,-7.6e-07,0.0
UOSAT 2 (UO-11),1984-021B,2026-02-02T03:48:36.701568,14.90364968,0.00060393,97.7884,0.417,271.9124,88.1402,0,U,14781,999,23701,0.00013728634,1.281e-05,0.0
AJISAI (EGS),1986-061A,2026-02-02T07:08:35.833344,12.44515336,0.00112549,50.0072,202.1784,195.9636,222.1936,0,U,16908,999,46359,-6.035118e-06,-9.8e-07,0.0
TDRS 3,1988-091B,2026-02-02T04:39:37.122624,1.00271221,0.00440646,12.7037,341.8939,349.3463,182.2554,0,U,19548,999,12403,0.0,-3.04e-06,0.0
COSMOS 1989 (ETALON 1),1989-001C,2026-02-02T06:01:55.744896,2.13155989,0.00234176,64.8646,76.811,217.4649,243.2575,0,U,19751,999,28849,0.0,9e-08,0.0
COSMOS 2024 (ETALON 2),1989-039C,2026-02-01T05:34:12.231264,2.1320442,0.00204615,65.0179,315.2212,213.7172,318.919,0,U,20026,999,28560,0.0,-5.9e-07,0.0
FLTSATCOM 8 (USA 46),1989-077A,2026-02-02T07:12:00.025056,1.00278503,0.00087683,12.458,351.972,322.3002,51.8891,0,U,20253,999,25921,0.0,-3.73e-06,0.0
LUSAT (LO-19),1990-005G,2026-02-02T07:36:26.283168,14.34072067,0.0010674,98.8949,51.3415,238.9626,121.051,0,U,20442,999,88306,7.4719726e-05,1.62e-06,0.0
HST,1990-037B,2026-02-01T23:35:39.648192,15.28901089,0.00020104,28.4672,283.4789,78.1649,281.9172,0,U,20580,999,76784,0.00024825135,7.402e-05,0.0
SKYNET 4C,1990-079A,2026-02-01T23:54:58.496832,1.00272782,0.00039214,13.382,350.7364,323.2807,210.2692,0,U,20776,999,12953,0.0,1.2e-06,0.0
USA 65 (DSP 15),1990-095A,2026-02-02T05:31:54.614208,0.98398471,0.00026649,14.0866,344.9809,50.5009,314.6494,0,U,20929,999,2414,0.0,-2.14e-06,0.0
TDRS 5,1991-054B,2026-02-02T07:49:06.868416,1.00270923,0.00135303,14.0873,354.7753,268.0752,179.2852,0,U,21639,999,12636,0.0,7.7e-07,0.0
USA 75 (DSP 16),1991-080B,2026-02-01T15:17:57.839136,0.9918966,0.00019692,14.0759,346.4749,53.053,138.5616,0,U,21805,999,2436,0.0,-1.91e-06,0.0
LAGEOS 2,1992-070B,2026-02-01T06:54:27.775008,6.47293283,0.01379194,52.6811,352.5346,127.9142,21.7571,0,U,22195,999,78662,0.0,-9e-08,0.0
TDRS 6,1993-003B,2026-02-02T07:54:25.869312,1.0027226,0.000596,14.1795,358.0578,209.4617,357.8407,0,U,22314,999,12105,0.0,-3.02e-06,0.0
SCD 1,1993-009B,2026-02-02T04:39:25.658208,14.46045067,0.00421016,24.9704,321.0374,149.1284,358.5676,0,U,22490,999,74155,8.1690305e-05,4.85e-06,0.0
UFO 2 (USA 95),1993-056A,2026-02-02T01:34:38.748864,1.00269529,0.00082828,11.8553,4.2858,325.1998,215.1285,0,U,22787,999,11719,0.0,1.17e-06,0.0
STELLA,1993-061B,2026-02-02T06:12:41.755104,14.27466364,0.00052918,98.792,96.9166,269.8148,138.0211,0,U,22824,999,68552,1.3479703e-05,-1.2e-07,0.0
EYESAT A (AO-27),1993-061C,2026-02-02T04:26:10.313376,14.30900165,0.00092209,98.7059,100.5544,132.2267,227.9699,0,U,22825,999,68769,6.2696352e-05,1.2e-06,0.0
ITAMSAT (IO-26),1993-061D,2026-02-02T03:13:32.013120,14.31323219,0.00099516,98.7004,100.4076,117.8093,242.41,0,U,22826,999,68799,7.3415396e-05,1.5e-06,0.0
USA 99 (MILSTAR-1 1),1994-009A,2026-02-01T23:19:39.382176,1.00272976,0.00043323,17.4165,29.164,286.1881,76.7475,0,U,22988,999,3160,0.0,-2.09e-06,0.0
RADIO ROSTO (RS15),1994-085A,2026-02-02T07:24:21.555648,11.2758379,0.01514291,64.8148,161.3516,28.7614,332.1556,0,U,23439,999,28069,0.00064492207,-2e-07,0.0
UFO 4 (USA 108),1995-003A,2026-02-02T05:42:38.586240,1.00276187,0.00031791,9.6469,13.666,307.3394,69.5286,0,U,23467,999,11360,0.0,-2.8e-07,0.0
TDRS 7,1995-035B,2026-02-02T07:13:23.883168,1.00268908,0.00055736,13.4325,349.116,44.1793,296.6778,0,U,23613,999,11189,0.0,-2.45e-06,0.0
USA 115 (MILSTAR-1 2),1995-060A,2026-02-02T00:25:38.726976,1.00274447,0.00040114,14.0236,4.7483,318.1986,55.6926,0,U,23712,999,3153,0.0,-2.8e-07,0.0
POLAR,1996-013A,2026-02-01T11:28:16.531968,1.29845968,0.63329512,79.6968,228.594,213.6691,82.0038,0,U,23802,999,14309,0.0,2.48e-06,0.0
INMARSAT 3-F1,1996-020A,2026-02-02T03:22:29.514432,0.99983983,0.0007239,10.3193,47.8631,245.4438,290.5605,0,U,23839,999,10890,0.0,1.25e-06,0.0
USA 119,1996-029A,2026-02-01T19:49:01.918560,13.45797982,0.0844246,63.32,186.1741,47.0766,319.8025,0,U,23893,999,8705,0.00014151718,7.06e-06,0.0
JAS-2 (FO-29),1996-046B,2026-02-02T05:35:25.772352,13.53266306,0.03509083,98.5428,260.4409,86.5857,277.5349,0,U,24278,999,45491,3.8304102e-05,5e-08,0.0
INMARSAT 3-F2,1996-053A,2026-02-02T01:07:04.987200,0.9998391,0.00058908,9.5504,55.2981,260.2342,120.1055,0,U,24307,999,10757,0.0,-2.44e-06,0.0
INMARSAT 3-F3,1996-070A,2026-02-02T05:45:08.345952,0.99999893,0.00076392,10.0263,50.9358,248.299,100.1397,0,U,24674,999,10655,0.0,-1.2e-07,0.0
NAVSTAR 43 (USA 132),1997-035A,2026-02-02T02:04:35.091264,2.00563864,0.00973132,55.9191,103.8587,56.5679,304.418,0,U,24876,999,20924,0.0,-8e-08,0.0
FORTE,1997-047A,2026-02-02T04:14:59.798400,14.27877497,0.00190199,69.9549,318.9556,104.8832,255.4398,0,U,24920,999,47941,0.00011231038,2.21e-06,0.0
AMC-3,1997-050A,2026-02-01T23:18:38.845152,1.00270492,0.00033427,7.8146,65.6317,253.7696,90.3961,0,U,24936,999,5107,0.0,-2.73e-06,0.0
USA 134,1997-065A,2026-02-02T03:25:38.817696,1.00273997,0.00072235,12.6234,22.7224,289.702,119.2122,0,U,25019,999,3160,0.0,-7.4e-07,0.0
ORBCOMM FM06,1997-084G,2026-02-02T05:10:34.070304,14.47123303,0.0002795,45.0146,342.2694,311.8376,182.9102,0,U,25118,999,47483,0.00056926527,1.951e-05,0.0
INMARSAT 3-F5,1998-006B,2026-02-01T23:30:00.889344,1.00270877,0.00051767,9.3908,54.5913,263.0382,113.0647,0,U,25153,999,10254,0.0,-3.02e-06,0.0
ORBCOMM FM04,1998-007C,2026-02-02T06:47:34.611936,14.35446753,0.00409918,107.9652,251.8662,205.9259,153.9828,0,U,25159,999,45723,0.00044646154,1.164e-05,0.0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-02-02T00:23:39.556320,14.22441772,0.00616908,108.014,59.4275,2.2813,54.3409,0,U,25160,999,45129,7.7494065e-05,4.6e-07,0.0
TECHSAT 1B (GO-32),1998-043D,2026-02-02T04:42:51.510528,14.2439527,5.271e-05,98.9978,22.6121,196.4085,163.7076,0,U,25397,999,43211,5.560327e-05,8.2e-07,0.0
WESTPAC,1998-043E,2026-02-02T04:48:08.832672,14.23043866,7.005e-05,99.0009,16.1392,189.1281,170.9883,0,U,25398,999,43174,1.3222646e-05,-1.7e-07,0.0
ORBCOMM FM19,1998-046C,2026-02-02T02:28:01.531200,14.39158934,0.00020744,44.9922,165.5104,337.2497,192.155,0,U,25415,999,43731,0.00041562067,1.156e-05,0.0
ORBCOMM FM20,1998-046D,2026-02-02T02:10:40.600416,14.37805765,4.676e-05,44.9928,172.0392,184.3833,175.7011,0,U,25416,999,43734,0.00035507947,9.37e-06,0.0
ORBCOMM FM27,1998-053G,2026-02-01T21:03:39.316032,14.38828529,0.00010373,45.0046,257.8858,358.4359,1.6486,0,U,25481,999,43074,0.00036470817,9.9e-06,0.0
SCD 2,1998-060A,2026-02-01T20:46:01.822368,14.45458727,0.00168886,24.9936,186.6511,132.5856,24.4783,0,U,25504,999,44072,8.4253294e-05,4.84e-06,0.0
ISS (ZARYA),1998-067A,2026-02-02T01:57:17.389728,15.48333853,0.00111275,51.6312,248.3815,55.3966,304.807,0,U,25544,999,55081,0.00017109812,8.786e-05,0.0
SWAS,1998-071A,2026-02-01T22:20:41.589024,15.08508222,0.00028366,69.8944,216.0466,123.6897,236.4537,0,U,25560,999,47686,0.00017630531,2.653e-05,0.0
SKYNET 4E,1999-009B,2026-02-01T22:29:44.165472,0.99025485,0.00044258,11.9842,9.8232,269.9596,284.7724,0,U,25639,999,4981,0.0,-7.4e-07,0.0
DLR-TUBSAT,1999-029B,2026-02-02T04:44:38.936832,14.52381956,0.00150157,98.6618,24.3146,44.0581,316.1807,0,U,25757,999,41365,4.4586141e-05,1.33e-06,0.0
CXO,1999-040B,2026-02-03T12:12:55.204128,0.37804724,0.80506741,54.0018,120.6888,310.8579,0.1951,0,U,25867,999,1682,0.0,7.39e-06,0.0
ABS-6,1999-053A,2026-02-02T03:56:11.284800,1.00269567,0.00025889,0.0462,257.0064,51.2738,42.0884,0,U,25924,999,9647,0.0,-1.3e-06,0.0
NAVSTAR 46 (USA 145),1999-055A,2026-02-02T08:02:27.309120,2.00569218,0.01067984,51.5843,301.3681,171.0881,298.5577,0,U,25933,999,19287,0.0,-5.9e-07,0.0
UFO 10 (USA 146),1999-063A,2026-02-02T06:29:41.578368,1.00271753,0.00060341,9.8399,27.9195,279.8394,259.2508,0,U,25967,999,9599,0.0,-1.97e-06,0.0
ORBCOMM FM32,1999-065C,2026-02-02T05:03:55.283328,14.36886223,0.00045062,45.0156,92.0193,118.6254,241.5048,0,U,25982,999,36767,0.00036389232,9.44e-06,0.0
XMM-NEWTON,1999-066A,2026-01-31T17:24:27.994464,0.50131279,0.47247805,65.1743,284.7836,67.3227,359.9893,0,U,25989,999,2232,0.0,9.4e-07,0.0
TERRA,1999-068A,2026-02-02T05:38:03.056640,14.6097391,0.00011128,97.9666,88.0104,317.1624,83.0115,0,U,25994,999,38990,0.00010863554,4.88e-06,0.0
ASIASTAR,2000-016A,2026-02-02T00:15:19.048896,1.00271339,0.00043101,8.8155,59.592,254.0788,287.3716,0,U,26107,999,9456,0.0,-3.45e-06,0.0
IMAGE,2000-017A,2026-01-31T21:45:27.668736,1.6866481,0.75351965,94.0975,313.4941,303.4338,6.1058,0,U,26113,999,15920,0.019588707,5.6e-07,0.0
USA 149 (DSP 20),2000-024A,2026-02-02T05:34:46.690176,1.00263181,0.00016906,13.0683,12.7997,348.8414,49.3999,0,U,26356,999,3156,0.0,8.6e-07,0.0
TDRS 8,2000-034A,2026-02-02T00:09:34.598880,1.00273019,0.00054748,12.4695,32.451,288.071,258.8079,0,U,26388,999,9382,0.0,-2.05e-06,0.0
NAVSTAR 48 (USA 151),2000-040A,2026-02-01T22:03:29.223072,2.00568541,0.01236204,54.8815,220.5329,302.417,230.2156,0,U,26407,999,18723,0.0,4.2e-07,0.0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-01-23T01:52:25.992768,0.44786329,0.88359543,148.3592,29.7174,245.6118,359.2301,0,U,26410,999,1966,0.0,4.677e-05,0.0
CLUSTER II-FM8 (TANGO),2000-045B,2026-01-19T18:49:47.267040,0.44425532,0.88330347,148.5838,29.9991,245.7591,359.3805,0,U,26464,999,1964,0.0,5.071e-05,0.0
NSS-11,2000-059A,2026-02-02T06:48:43.063200,1.00271575,0.00032178,1.7782,83.0724,233.0119,94.5404,0,U,26554,999,3993,0.0,1.4e-07,0.0
USA 153,2000-065A,2026-02-01T21:26:38.518368,1.00266064,0.00022284,11.3912,36.5216,295.7809,255.7208,0,U,26575,999,3157,0.0,-3.36e-06,0.0
AMC-6,2000-067A,2026-02-01T23:06:55.601856,1.0027057,0.00035544,0.0566,278.8852,16.9104,48.0089,0,U,26580,999,9253,0.0,7.9e-07,0.0
NAVSTAR 49 (USA 154),2000-071A,2026-02-02T05:55:04.947456,2.00571809,0.01718456,55.5452,100.2856,265.0438,67.0303,0,U,26605,999,18480,0.0,-8e-08,0.0
ODIN,2001-007A,2026-02-02T05:58:47.576928,15.55336563,0.00015278,97.4139,67.9186,309.4917,50.6202,0,U,26702,999,36832,0.0005799501,0.00039394,0.0
USA 157 (MILSTAR-2 2),2001-009A,2026-02-02T02:28:04.727136,1.00276363,0.00395357,11.3933,20.5864,185.0507,173.5934,0,U,26715,999,3158,0.0,1.01e-06,0.0
BSAT-2A,2001-011B,2026-02-02T01:52:53.099040,0.99174874,0.00072598,10.4455,48.7206,224.8577,334.2262,0,U,26720,999,9063,0.0,-2.9e-07,0.0
INTELSAT 10 (IS-10),2001-019A,2026-02-02T01:04:35.225760,0.99072881,0.00085012,8.752,60.6281,250.8579,114.6313,0,U,26766,999,4424,0.0,-8.3e-07,0.0
OMNI-M1,2001-026A,2026-01-30T03:05:00.353184,3.92402523,0.00179147,44.8898,277.0693,17.8597,342.2609,0,U,26857,999,20015,0.0,-5e-08,0.0
USA 159 (DSP 21),2001-033A,2026-02-01T20:05:50.452800,1.00261678,0.00010578,12.6589,17.3794,312.2559,54.2777,0,U,26880,999,3161,0.0,-3.08e-06,0.0
INTELSAT 902 (IS-902),2001-039A,2026-02-02T05:29:55.797792,1.0027024,0.00046046,5.7761,73.4469,244.2799,207.0566,0,U,26900,999,8934,0.0,-2.95e-06,0.0
PCSAT (NO-44),2001-043C,2026-02-02T00:08:12.878304,14.31890479,0.0007069,67.0489,233.8986,266.7343,93.295,0,U,26931,999,27109,8.2841893e-05,1.39e-06,0.0
PROBA-1,2001-049B,2026-02-02T07:10:02.133120,15.06820331,0.00547704,97.9597,37.1718,217.8467,141.8904,0,U,26958,999,32330,0.00019220613,2.89e-05,0.0
TIMED,2001-055B,2026-02-02T07:29:48.873408,14.94896976,0.00019406,74.0696,146.5167,316.0864,44.0166,0,U,26998,999,31066,0.0001766684,1.888e-05,0.0
MAROC-TUBSAT,2001-056D,2026-02-02T01:50:49.565184,13.70256095,0.00204557,99.7956,207.4295,127.7515,342.353,0,U,27004,999,20768,2.8140559e-05,-2.2e-07,0.0
COSMOS 2385,2001-058B,2026-02-02T07:19:23.664864,12.60562089,0.00059361,82.5408,306.1244,169.5039,337.8917,0,U,27056,999,10878,8.2036163e-05,2.5e-07,0.0
COSMOS 2386,2001-058C,2026-02-02T04:42:32.798016,12.61612867,0.00012205,82.5459,300.6001,59.7926,300.3285,0,U,27057,999,10948,0.00012385654,3.2e-07,0.0
USA 164 (MILSTAR-2 3),2002-001A,2026-02-02T03:16:15.111264,1.00268075,0.00983019,11.0202,22.7092,3.7117,173.9322,0,U,27168,999,3160,0.0,8.8e-07,0.0
INTELSAT 904 (IS-904),2002-007A,2026-02-01T08:12:04.063680,1.00269143,0.00042627,6.5807,70.8281,287.8947,224.2881,0,U,27380,999,5040,0.0,-2.38e-06,0.0
AQUA,2002-022A,2026-02-02T05:46:44.052960,14.61883832,0.00017096,98.4111,359.9781,58.9325,53.5424,0,U,27424,999,26355,0.00023900375,1.146e-05,0.0
DIRECTV 5 (TEMPO 1),2002-023A,2026-02-02T06:08:03.558336,1.00271567,0.00035439,4.5334,77.017,239.6956,157.606,0,U,27426,999,8677,0.0,-6.8e-07,0.0
INTELSAT 905 (IS-905),2002-027A,2026-02-02T07:16:31.485216,1.00273087,0.00031174,6.4148,71.4385,250.5202,142.4511,0,U,27438,999,5001,0.0,8.3e-07,0.0
GALAXY 3C (G-3C),2002-030A,2026-02-02T06:09:13.538016,1.00271341,6.22e-05,3.3906,79.8866,70.3072,339.6962,0,U,27445,999,4514,0.0,-1.63e-06,0.0
COSMOS 2390,2002-036A,2026-02-02T07:35:54.261600,12.44620269,0.00252667,82.4807,69.2952,190.9783,169.075,0,U,27464,999,7089,0.0001733614,3.4e-07,0.0
COSMOS 2391,2002-036B,2026-02-02T06:54:30.786912,12.44941911,0.00262208,82.4802,65.8998,185.3415,174.739,0,U,27465,999,7106,0.00023886319,4.4e-07,0.0
INTELSAT 906 (IS-906),2002-041A,2026-02-02T05:11:49.038720,1.00271713,0.00045476,5.4595,74.602,220.1246,339.7787,0,U,27513,999,8567,0.0,2e-08,0.0
LATINSAT B,2002-058B,2026-02-02T03:20:41.896320,14.76784576,0.00837516,64.5553,304.4877,296.4539,62.7989,0,U,27606,999,24215,0.00015495815,1.003e-05,0.0
SAUDISAT 1C (SO-50),2002-058C,2026-02-02T03:21:29.930400,14.82632488,0.00741964,64.5523,186.7034,287.1246,72.1744,0,U,27607,999,24443,0.00019286936,1.478e-05,0.0
LATINSAT A,2002-058H,2026-02-02T05:31:11.860032,14.85155986,0.00571421,64.5561,20.6265,268.2816,91.1746,0,U,27612,999,24758,0.00016416395,1.294e-05,0.0
NIMIQ 2,2002-062A,2026-02-02T02:39:41.115456,1.00272308,0.00064208,9.1332,58.3117,259.452,105.236,0,U,27632,999,4283,0.0,-8e-07,0.0
CORIOLIS,2003-001A,2026-02-02T01:02:23.868384,14.19897444,0.0013083,98.7151,41.9798,240.2128,119.7748,0,U,27640,999,19504,9.0000038e-05,1.47e-06,0.0
SORCE,2003-004A,2026-02-02T03:35:22.322688,15.02787257,0.00163722,39.9919,311.632,166.6403,193.4827,0,U,27651,999,25157,0.00025148786,3.283e-05,0.0
NAVSTAR 51 (USA 166),2003-005A,2026-02-02T05:39:13.032864,2.00567943,0.01486779,54.9134,220.3288,52.4519,124.7924,0,U,27663,999,16860,0.0,3.9e-07,0.0
USA 167,2003-008A,2026-02-01T02:38:13.554240,1.00274509,0.00057726,10.691,44.614,275.3755,89.2082,0,U,27691,999,541,0.0,-7e-08,0.0
NAVSTAR 52 (USA 168),2003-010A,2026-01-31T18:34:33.585312,1.94742881,0.00050758,54.8938,330.3183,326.2906,40.4037,0,U,27704,999,16726,0.0,-9.8e-07,0.0
USA 169 (MILSTAR-2 4),2003-012A,2026-02-01T20:48:38.837088,1.00272517,0.00984073,12.1436,30.9253,2.2599,203.1825,0,U,27711,999,3159,0.0,-2.07e-06,0.0
ASIASAT 4,2003-014A,2026-02-01T22:44:50.218944,1.00271127,0.00027307,4.3585,77.4724,235.426,307.9985,0,U,27718,999,4394,0.0,-2.34e-06,0.0
HELLAS-SAT 2,2003-020A,2026-02-01T21:59:47.035104,1.00271406,0.00097115,7.0181,69.5113,221.0136,161.4678,0,U,27811,999,4149,0.0,-9.6e-07,0.0
THURAYA-2,2003-026A,2026-02-02T03:23:21.929856,1.00273373,0.00034052,8.628,32.5031,290.9018,263.7713,0,U,27825,999,8299,0.0,1.15e-06,0.0
OPTUS C1,2003-028B,2026-02-01T21:04:22.344960,1.00268733,0.00061181,6.5511,71.0614,245.5934,287.1631,0,U,27831,999,5170,0.0,-1.64e-06,0.0
MOST,2003-031D,2026-02-01T23:27:52.384896,14.21288551,0.00088125,98.7074,42.5744,284.7329,75.2872,0,U,27843,999,17150,6.1713467e-05,9.1e-07,0.0
CUTE-1 (CO-55),2003-031E,2026-02-02T00:23:18.625056,14.24234026,0.00089709,98.6771,43.2615,212.8105,147.2517,0,U,27844,999,17243,0.00017748018,3.66e-06,0.0
CUBESAT XI-IV (CO-57),2003-031J,2026-02-02T00:11:08.512224,14.23533937,0.00086191,98.68,43.0744,232.4114,127.6283,0,U,27848,999,17214,0.00015321162,3.05e-06,0.0
SCISAT 1,2003-036A,2026-02-02T07:02:22.807392,14.81240347,0.00071512,73.929,79.3268,186.5669,173.5415,0,U,27858,999,21147,0.00010527515,7.84e-06,0.0
COSMOS 2400,2003-037A,2026-02-02T07:40:34.192416,12.45187327,0.0021319,82.4672,54.418,353.863,6.2187,0,U,27868,999,2075,0.00023674655,4.4e-07,0.0
COSMOS 2401,2003-037B,2026-02-02T07:35:13.970688,12.45500197,0.0021994,82.4665,50.8565,349.1434,10.9169,0,U,27869,999,2098,-9.08106e-07,1e-07,0.0
USA 170,2003-040A,2026-02-02T05:00:27.626976,1.00267214,0.00019187,10.2025,49.2117,236.9187,305.6151,0,U,27875,999,3164,0.0,1.15e-06,0.0
MOZHAETS 4 (RS22),2003-042A,2026-02-02T08:17:13.131168,14.73145896,0.00110097,98.339,213.9319,342.0719,136.5762,0,U,27939,999,19569,0.00020203195,1.249e-05,0.0
LARETS,2003-042F,2026-02-02T06:06:37.137600,14.63838276,0.00135064,98.395,192.7564,96.7292,263.5447,0,U,27944,999,19362,2.5795696e-05,8.5e-07,0.0
GALAXY 13 (HORIZONS-1),2003-044A,2026-02-02T05:18:38.623968,1.00271254,0.00020877,1.0691,85.7942,227.6165,108.6249,0,U,27954,999,4521,0.0,1.22e-06,0.0
IRS-P6 (RESOURCESAT-1),2003-046A,2026-02-02T06:54:09.816768,14.36094988,0.00648291,98.2113,76.2888,28.0522,104.9219,0,U,28051,999,16116,4.9566264e-05,1.07e-06,0.0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-02-02T07:55:14.879712,14.14447544,0.00075393,99.0018,56.1871,162.1642,210.3863,0,U,28054,999,15042,9.915788e-05,1.45e-06,0.0
CHUANGXIN 1 (CX-1),2003-049B,2026-02-02T06:31:09.739200,14.48502885,0.00115356,98.5228,291.2618,229.2142,130.8051,0,U,28058,999,17674,9.0987428e-05,2.96e-06,0.0
YAMAL 202,2003-053A,2026-02-02T08:28:43.621824,1.00271563,0.00063864,6.0022,72.5971,217.3144,133.2607,0,U,28089,999,8134,0.0,-9.2e-07,0.0
UFO 11 (USA 174),2003-057A,2026-02-02T01:49:30.922176,1.0027246,0.00039748,8.7942,34.4712,264.61,295.9519,0,U,28117,999,8109,0.0,-1.12e-06,0.0
NAVSTAR 53 (USA 175),2003-058A,2026-02-02T02:41:22.293312,1.92678417,0.00031795,54.9473,28.2683,303.9618,56.0216,0,U,28129,999,16186,0.0,-7.7e-07,0.0
USA 176 (DSP 22),2004-004A,2026-02-02T07:52:50.242656,1.00275594,0.00029693,11.8783,27.0516,262.5237,224.5166,0,U,28158,999,3158,0.0,-1.69e-06,0.0
ABS-4 (MOBISAT-1),2004-007A,2026-02-02T05:10:56.623296,1.00270036,0.00053248,5.6998,73.6685,241.8495,315.5859,0,U,28184,999,5098,0.0,2.8e-07,0.0
EUTELSAT 139 WEST A,2004-008A,2026-02-02T05:24:46.781280,1.00842237,0.00025134,5.4871,73.6495,152.4132,248.594,0,U,28187,999,8000,0.0,-2.11e-06,0.0
NAVSTAR 54 (USA 177),2004-009A,2026-02-01T12:28:14.458656,2.00558932,0.01097264,54.9405,281.169,168.2827,8.8894,0,U,28190,999,16022,0.0,-7e-08,0.0
SHIYAN-1 (SY-1),2004-012A,2026-02-02T04:03:04.828032,15.29863517,0.00069523,97.8848,102.7813,130.2056,229.9793,0,U,28220,999,19042,0.00044402349,0.00012774,0.0
AMC-11,2004-017A,2026-02-02T06:40:52.281696,1.00271878,0.00032649,0.0469,277.4863,37.5763,166.4988,0,U,28252,999,7951,0.0,-5.9e-07,0.0
INTELSAT 10-02,2004-022A,2026-02-02T06:35:55.979808,1.00269235,9.097e-05,0.0163,91.7615,256.118,242.5683,0,U,28358,999,7920,0.0,-2.1e-07,0.0
NAVSTAR 55 (USA 178),2004-023A,2026-02-01T02:24:02.700864,2.00575356,0.01587911,54.7671,92.2104,297.3706,117.1438,0,U,28361,999,15831,0.0,-1.5e-07,0.0
APRIZESAT 2,2004-025A,2026-02-02T05:27:20.679552,14.37961407,0.01045842,98.0857,206.9415,297.8674,61.1951,0,U,28366,999,13224,8.7313882e-05,2.38e-06,0.0
SAUDICOMSAT 1,2004-025D,2026-02-02T06:26:04.196832,14.55343376,0.00333813,98.5795,39.7493,77.3234,283.1691,0,U,28369,999,14450,0.00012875204,5.13e-06,0.0
SAUDICOMSAT 2,2004-025E,2026-02-02T06:46:11.930592,14.49875583,0.00546558,98.6678,41.6952,309.0882,50.5457,0,U,28370,999,14055,0.00012718225,4.5e-06,0.0
SAUDISAT 2,2004-025F,2026-02-01T23:33:27.514080,14.56580111,0.00246539,98.5461,29.5081,354.9822,5.1125,0,U,28371,999,14606,0.00010332016,4.12e-06,0.0
APRIZESAT 1,2004-025G,2026-02-01T23:57:54.949824,14.51685661,0.00441269,98.6331,40.0268,205.0085,154.8972,0,U,28372,999,14229,9.0454119e-05,3.18e-06,0.0
