OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
STARLINK-30433,2023-144Q,2026-04-10 06:50:33.310464,15.27589627,0.0001672,43.0027,106.4153,282.3601,77.7064,0,U,57878,999,14247,7.111869e-06,-6.7e-07,0.0,5655.96927819411,6861.092743780976,490.092743780976,481.9455690742152,484.23991848773585,7.621950367574408,3.3,Q,3,1,0.19224904152005134
STARLINK-30358,2023-144R,2026-04-10 06:56:06.288288,15.2757887,0.00014375,43.0038,106.4385,268.8504,91.2183,0,U,57879,999,14247,5.844141e-05,1.346e-05,0.0,5656.009106750737,6861.124953656562,490.12495365656196,482.1386669444737,484.1112403686511,7.621932476750174,3.3,R,3,1,0.19671209998305683
STARLINK-30436,2023-144S,2026-04-10 07:05:21.035040,15.27581244,6.877e-05,42.999,106.4813,236.8347,123.2439,0,U,57880,999,14247,-1.3306193e-05,-6.28e-06,0.0,5656.0003167988625,6861.117845113815,490.11784511381484,482.6460060396057,483.58968418802306,7.621936425146048,3.3,S,3,1,0.1707755464491117
STARLINK-30339,2023-144U,2026-04-10 01:43:55.245216,15.26742097,0.00011255,43.0049,108.2522,271.4304,88.6418,0,U,57882,999,14243,4.0619543e-05,8.3e-06,0.0,5659.109038112807,6863.631676877797,492.63167687779696,484.8591751325648,486.40417862303,7.620540515408138,3.3,U,3,1,0.19565856171302792
STARLINK-30282,2023-144V,2026-04-10 06:46:51.189888,15.27577552,0.00016789,43.0032,106.3947,268.0735,91.9925,0,U,57883,999,14247,6.439478e-05,1.51e-05,0.0,5656.013986777936,6861.128900193297,490.12890019329734,481.97698526224394,484.28081512435074,7.621930284673529,3.3,V,3,1,0.19532329736091697
STARLINK-30340,2023-144W,2026-04-10 06:57:57.398688,15.27570922,0.00011592,43.0067,106.442,275.2209,84.8511,0,U,57884,999,14247,-2.9167031e-05,-1.064e-05,0.0,5656.03853514567,6861.148752736551,490.1487527365507,482.3534083731329,483.94409709996853,7.621919257743814,3.3,W,3,1,0.19437720888678056
STARLINK-30279,2023-144X,2026-04-10 06:52:25.751424,15.27571234,0.00012648,43.0046,106.4244,279.6215,80.4494,0,U,57885,999,14241,0.00019054373,4.983e-05,0.0,5656.037379923587,6861.147818496001,490.1478184960006,482.28002051991734,484.0156164720838,7.62191977665887,3.3,X,3,1,0.19418144318890262
YAOGAN-39 02A,2023-145A,2026-04-10 19:30:12.520224,15.22868277,0.0002482,35.0025,264.152,55.4366,304.6582,0,U,57886,999,14289,0.00033936,8.115e-05,0.0,5673.504485247085,6875.266394651261,504.2663946512612,495.5599535321089,498.97283577041344,7.614089828632101,3.3,A,2,1,0.10749030610306143
YAOGAN-39 02B,2023-145D,2026-04-09 23:50:40.867584,15.17176725,0.00030006,34.9906,289.4932,175.8263,184.2475,0,U,57889,999,14252,0.00027993849,5.659e-05,0.0,5694.788126940189,6892.450290777296,521.4502907772958,512.3821421430448,516.5184394115468,7.604592380286894,3.3,D,2,1,0.07537610251690813
YAOGAN-39 02C,2023-145E,2026-04-10 04:40:04.543392,15.17219088,0.00056454,34.9938,288.3622,175.3431,184.7335,0,U,57890,999,14252,0.00030805898,6.241e-05,0.0,5694.629120036486,6892.3219919122785,521.3219919122785,510.4310004549643,518.2129833695926,7.604663158758364,3.3,E,2,1,0.059225254832193985
STARLINK-30465,2023-146A,2026-04-10 04:07:14.364192,15.26748568,0.00011528,42.9987,136.1842,255.9439,104.1284,0,U,57891,999,14187,0.00011757558,2.896e-05,0.0,5659.085052438051,6863.612282899908,492.61228289990777,484.82104567593433,486.4035201238803,7.620551281786231,3.3,A,3,1,0.19312997312280233
STARLINK-30470,2023-146B,2026-04-10 07:09:19.888704,15.27576032,0.00017074,43.0032,135.4158,281.8731,78.1929,0,U,57892,999,14189,5.5492453e-05,1.265e-05,0.0,5656.019614740852,6861.13345159324,490.13345159324035,481.9619816677159,484.3049215187648,7.62192775663213,3.3,B,3,1,0.1936789858891933
STARLINK-30473,2023-146C,2026-04-10 00:00:02.000160,15.27553196,0.00015801,43.001,137.4675,265.393,69.4265,0,U,57893,999,581,0.0014700836,0.0004038,0.0,5656.104168826602,6861.201831297259,490.20183129725865,482.117692795895,484.2859697986223,7.621889775934621,3.3,C,3,1,0.18786398980095093
STARLINK-30443,2023-146D,2026-04-10 02:49:03.836064,15.2757774,0.00011968,42.9997,136.6318,275.3886,84.6829,0,U,57894,999,14186,2.2613554e-05,3.6e-06,0.0,5656.013290688564,6861.128337257513,490.1283372575126,482.30719741811026,483.94947709691587,7.6219305973522165,3.3,D,3,1,0.19687343429548654
STARLINK-30467,2023-146E,2026-04-10 02:30:28.919232,15.26743601,0.00013958,43.0014,136.5414,271.5014,88.5677,0,U,57895,999,14185,4.4437772e-05,9.32e-06,0.0,5659.10346330641,6863.627169286725,492.6271692867249,484.6691442064357,486.5851943670132,7.620543017749385,3.3,E,3,1,0.19801740106969956
STARLINK-30469,2023-146F,2026-04-10 02:54:36.719712,15.27582293,0.00010708,43.0001,136.6597,269.9112,90.1616,0,U,57896,999,14186,0.00013262428,3.389e-05,0.0,5655.996432789235,6861.114704066039,490.11470406603894,482.38001590352724,483.84939222855064,7.621938169823462,3.3,F,3,1,0.19771855251097542
STARLINK-30474,2023-146G,2026-04-10 04:13:32.744352,15.2675043,0.00016955,43.0001,136.2166,258.8625,101.2035,0,U,57897,999,14187,9.9210841e-05,2.403e-05,0.0,5659.078150709936,6863.6067023988135,492.60670239881347,484.4429778824224,486.77042691520546,7.620554379755562,3.3,G,3,1,0.19302022212946457
STARLINK-30479,2023-146H,2026-04-10 06:00:00.999648,15.27585925,0.0001213,43.0003,136.0185,274.7565,38.8075,0,U,57898,999,571,-0.00034014895,-9.612e-05,0.0,5655.982985048779,6861.1038287024685,490.1038287024685,482.27157680804703,483.93608059688995,7.621944210492568,3.3,H,3,1,0.1900855143636741
STARLINK-30481,2023-146J,2026-04-09 09:30:29.508768,15.26742907,0.0001661,42.9982,140.6795,271.3112,88.7549,0,U,57899,999,14175,7.5590399e-05,1.768e-05,0.0,5659.106035722359,6863.629249251367,492.6292492513667,484.4892004330668,486.76929806966655,7.620541863078827,3.3,J,3,1,0.19709672731909783
STARLINK-30457,2023-146K,2026-04-10 06:00:00.999648,15.27586282,0.00013235,43.0012,136.3044,278.0351,275.2597,0,U,57900,999,579,-0.00035075548,-9.903e-05,0.0,5655.981663234129,6861.10275973321,490.1027597332104,482.19469278295946,484.01082668346044,7.6219448042472475,3.3,K,3,1,0.1892500781342707
STARLINK-30472,2023-146L,2026-04-10 02:40:31.126368,15.27578582,0.00013752,43.0013,133.1707,276.5463,83.5232,0,U,57901,999,14084,9.4102013e-05,2.328e-05,0.0,5656.010173098905,6861.125816025257,490.12581602525734,482.1822740030375,484.0693580474772,7.6219319977532605,3.3,L,3,1,0.19577223565150742
STARLINK-30462,2023-146M,2026-04-09 13:05:41.093664,15.26747478,0.0001083,43.002,140.0749,290.5487,69.5248,0,U,57902,999,14173,8.7612e-05,2.092e-05,0.0,5659.089092662643,6863.615549686156,492.61554968615565,484.8722201221253,486.35887925018596,7.6205494682584405,3.3,M,3,1,0.18986294872970594
STARLINK-30449,2023-146N,2026-04-10 04:05:13.157952,15.26744188,0.00015016,43.0056,136.1691,280.084,79.9842,0,U,57903,999,14081,8.4866056e-05,2.017e-05,0.0,5659.101287503968,6863.625410009505,492.6254100095048,484.5947680179379,486.65605200107166,7.620543994394094,3.3,N,3,1,0.1958028608610704
STARLINK-30466,2023-146P,2026-04-10 03:01:30.273312,15.26746415,0.00013921,43.0021,136.6942,267.729,92.3402,0,U,57904,999,14080,8.1289388e-05,1.922e-05,0.0,5659.093032813835,6863.618735555754,492.61873555575403,484.66325119157773,486.57421991993033,7.620547699652065,3.3,P,3,1,0.1977799150314079
STARLINK-30428,2023-146R,2026-04-10 03:17:12.537888,15.26747312,0.00013045,43.0,136.7719,266.7155,93.3547,0,U,57906,999,14080,0.00014404854,3.607e-05,0.0,5659.08970796341,6863.616047197063,492.6160471970634,484.7206884837069,486.51140591041985,7.620549192069728,3.3,R,3,1,0.1974161926874124
STARLINK-30482,2023-146S,2026-04-10 03:46:25.148928,15.27582494,0.00018138,43.0042,136.9273,271.5298,88.5346,0,U,57907,999,14081,3.2955742e-05,6.45e-06,0.0,5655.99568857065,6861.114102206962,490.11410220696234,481.8696333311036,484.35857108282016,7.6219385041228565,3.3,S,3,1,0.19705381207091344
STARLINK-30464,2023-146T,2026-04-10 06:00:00.999648,15.2550764,0.00011039,42.9991,139.7576,243.9515,286.387,0,U,57908,999,573,0.073341561,0.02114775,0.0,5663.688449308585,6867.333926820239,496.33392682023896,488.5758418280575,490.0920118124204,7.618486082821241,3.3,T,3,-1,-0.14487161470716658
STARLINK-30463,2023-146U,2026-04-10 03:43:39.688608,15.26736774,0.00015671,43.0024,136.9072,258.2282,101.8394,0,U,57909,999,14080,4.9361447e-05,1.064e-05,0.0,5659.128768715962,6863.647630333039,492.64763033303916,484.5720281128897,486.7232325531886,7.620531659036916,3.3,U,3,1,0.1942428837896873
STARLINK-30453,2023-146V,2026-04-09 10:18:27.641376,15.27579371,0.0001561,43.003,137.5225,274.1551,85.9122,0,U,57910,999,14073,5.9563327e-05,1.377e-05,0.0,5656.007251750194,6861.123453494996,490.1234534949963,482.0524321239054,484.19447486608715,7.621933310005078,3.3,V,3,1,0.1975918444647241
STARLINK-30478,2023-146W,2026-04-09 10:35:34.382688,15.2674236,0.00014389,43.0051,140.155,264.131,95.9378,0,U,57911,999,14176,6.5110767e-05,1.487e-05,0.0,5659.108063262225,6863.630888648239,492.6308886482393,484.64328079967163,486.6184964968061,7.620540952985216,3.3,W,3,1,0.19685597741129413
STARLINK-30477,2023-146X,2026-04-10 02:34:59.140416,15.27585147,0.0001532,43.002,133.146,277.545,82.5227,0,U,57912,999,14190,0.00041590744,0.00011202,0.0,5655.985865644188,6861.106158278373,490.1061582783732,482.0550368149252,484.1572797418212,7.621942916539474,3.3,X,3,1,0.19405157045000465
STARLINK-30450,2023-147A,2026-04-10 03:44:17.875680,15.2759656,0.00015063,43.0016,147.2169,268.3085,91.7595,0,U,57913,999,14141,0.00020976708,5.517e-05,0.0,5655.943608566387,6861.071984376641,490.071984376641,482.0385011036342,484.10546764964784,7.621961898354888,3.3,A,3,1,0.19887084629462343
STARLINK-30483,2023-147B,2026-04-10 02:30:45.696384,15.27577213,8.072e-05,43.0036,2.2159,305.1958,54.8818,0,U,57914,999,14311,4.1590805e-05,8.83e-06,0.0,5656.0152419608,6861.129915274604,490.1299152746042,482.57608486784284,483.6837456813646,7.621929720853915,3.3,B,3,1,0.141857878391274
STARLINK-30454,2023-147C,2026-04-09 10:37:36.374304,15.26747324,0.00014037,43.0018,151.3241,276.6223,83.4468,0,U,57915,999,14130,7.43169e-07,-2.4e-06,0.0,5659.089663483832,6863.616011232416,492.616011232416,484.6525654529196,486.5794570119124,7.620549212035177,3.3,C,3,1,0.19759778976463271
STARLINK-30501,2023-147E,2026-04-10 07:07:24.103200,15.27229318,0.0001317,43.0009,146.5551,277.4632,82.6069,0,U,57917,999,14145,-0.0051854531,-0.00138821,0.0,5657.303653202917,6862.171829172893,491.171829172893,483.2680811429909,485.0755772027951,7.621351063238455,3.3,E,3,1,0.11718402108082787
STARLINK-30499,2023-147F,2026-04-10 03:39:13.320000,15.27572937,0.0001246,43.006,2.5346,269.5656,90.5052,0,U,57918,999,14314,3.5302052e-05,7.09e-06,0.0,5656.031074344701,6861.1427191052735,490.1427191052735,482.28782072247304,483.99761748807305,7.621922609068966,3.3,F,3,1,0.162532646446938
STARLINK-30496,2023-147G,2026-04-10 04:15:47.287296,15.27581231,0.00012607,43.0035,147.382,288.221,71.8504,0,U,57919,999,14144,0.00020766926,5.457e-05,0.0,5656.000364932475,6861.117884040073,490.11788404007257,482.2529029084317,483.98286517171437,7.621936403524685,3.3,G,3,1,0.19310219831725012
STARLINK-30485,2023-147H,2026-04-10 04:21:18.803232,15.275736,0.00014417,43.0059,147.4137,262.2416,97.8272,0,U,57920,999,14144,0.00011844168,2.998e-05,0.0,5656.028619504815,6861.140733848851,490.1407338488507,482.15156318925165,484.1299045084497,7.6219237117624035,3.3,H,3,1,0.19755567364430282
STARLINK-30492,2023-147J,2026-04-10 04:30:33.951744,15.275786,0.00014001,43.0053,147.4567,267.1428,92.9264,0,U,57921,999,14141,7.6354914e-05,1.839e-05,0.0,5656.010106452133,6861.125762127206,490.12576212720614,482.16513590925115,484.08638834516114,7.621932027690569,3.3,J,3,1,0.19860947969793513
STARLINK-30440,2023-147L,2026-04-10 04:58:19.324704,15.27580899,0.00016828,42.9978,147.593,268.8901,91.1758,0,U,57923,999,14144,0.0001151234,2.907e-05,0.0,5656.001594191182,6861.118878157004,490.11887815700356,481.96428907218706,484.2734672418201,7.62193585134825,3.3,L,3,1,0.1977646644802626
STARLINK-30487,2023-147M,2026-04-10 04:08:54.346272,15.26740738,0.0001071,43.0005,150.7282,285.3225,74.7508,0,U,57924,999,14140,6.2577766e-05,1.419e-05,0.0,5659.114075463938,6863.635749900297,492.635749900297,484.90065451148257,486.37084528911055,7.62053825431513,3.3,M,3,1,0.19398833216683836
STARLINK-30452,2023-147N,2026-04-10 03:27:51.851232,15.27565439,0.00020772,43.0022,147.9826,286.8228,73.2396,0,U,57925,999,14140,0.0003073217,8.2e-05,0.0,5656.058836769742,6861.165170868368,490.16517086836757,481.73996963907484,484.5903720976594,7.62191013846547,3.3,N,3,1,0.19242568641206037
STARLINK-30468,2023-147P,2026-04-10 03:45:06.975072,15.26763313,0.00014498,43.0001,150.6302,266.7045,93.364,0,U,57926,999,14137,0.00010895064,2.666e-05,0.0,5659.0303987740635,6863.568091755958,492.56809175595845,484.5730116540162,486.56317185790067,7.620575814240205,3.3,P,3,1,0.1981857557092117
STARLINK-30448,2023-147R,2026-04-10 04:12:43.537824,15.26743262,0.0001059,43.0003,150.7641,277.3954,82.6777,0,U,57928,999,14137,5.0152671e-05,1.086e-05,0.0,5659.104719860883,6863.628185292312,492.6281852923121,484.90132706748955,486.3550435171355,7.620542453724473,3.3,R,3,1,0.19700456635508035
STARLINK-30476,2023-147T,2026-04-10 05:58:18.349536,15.43091124,0.00180889,42.9934,90.2602,100.9715,259.3179,0,U,57930,999,14208,0.0025438334,0.00117224,0.0,5599.150863886376,6815.065614841002,444.06561484100166,424.7379108009718,449.3933188810315,7.647645362588467,3.3,T,0,1,0.09280053879208877
STARLINK-30488,2023-147U,2026-04-10 04:22:26.222880,15.26754886,0.00015471,43.0005,150.8128,271.9835,88.0839,0,U,57931,999,14140,-0.00013797957,-3.961e-05,0.0,5659.061634075557,6863.593347604439,492.59334760443926,484.5314810776317,486.6552141312468,7.62056179357527,3.3,U,3,1,0.19639720364583135
STARLINK-30471,2023-147V,2026-04-10 04:59:33.009216,15.26741237,0.00013187,43.0021,146.7477,273.4968,86.5733,0,U,57932,999,14142,3.9522058e-05,8.01e-06,0.0,5659.112225839485,6863.6342543600595,492.63425436005946,484.72914691093683,486.5393618091812,7.620539084547377,3.3,V,3,1,0.19820670683729186
STARLINK-30461,2023-147W,2026-04-09 10:17:30.787584,15.27547453,0.0001381,43.0008,151.2194,255.7938,104.276,0,U,57933,999,14130,0.00044279687,0.0001193,0.0,5656.125433636528,6861.219028300358,490.21902830035833,482.27149395254946,484.1665626481672,7.621880224152082,3.3,W,3,1,0.19463155423625506
STARLINK-30712,2023-148A,2026-04-09 15:34:08.989824,15.30193103,0.0001275,53.163,240.3995,90.7385,269.3762,0,U,57935,999,14316,2.6961e-05,4.39e-06,0.0,5646.346191902813,6853.308210196991,482.30821019699124,474.43441340019126,476.18200699379213,7.626277948318936,3.3,A,2,1,0.19883911963362894
STARLINK-30716,2023-148B,2026-04-09 13:08:35.019456,15.30210055,0.00010846,53.1588,241.096,67.8897,292.2219,0,U,57936,999,14314,1.2298573e-05,5e-08,0.0,5646.283640450918,6853.257595143672,482.257595143672,474.5142908249027,476.00089946244225,7.626306110382518,3.3,B,2,1,0.19308103289919182
STARLINK-30400,2023-148C,2026-04-09 15:38:42.313632,15.30186613,0.0001091,53.1595,240.3749,88.1066,272.006,0,U,57937,999,14316,1.1375e-05,-2.2e-07,0.0,5646.37013982294,6853.32758819898,482.32758819898027,474.5798901591079,476.07528623885264,7.626267166539442,3.3,C,2,1,0.19860874960921243
STARLINK-30710,2023-148D,2026-04-09 15:20:35.362752,15.30206192,6.83e-05,53.1583,230.4591,62.5349,297.5722,0,U,57938,999,14329,0.00010624,2.79e-05,0.0,5646.297894473558,6853.269129154836,482.26912915483626,474.80105087331503,475.7372074363566,7.626299692865916,3.3,D,2,1,0.18247356877705223
STARLINK-30714,2023-148E,2026-04-09 16:25:49.103904,15.30183277,0.00014053,53.1602,240.5151,84.199,275.917,0,U,57939,999,14316,4.3125815e-05,9.18e-06,0.0,5646.382449649526,6853.33754896332,482.33754896331993,474.3744494375642,476.3006484890748,7.626261624460339,3.3,E,2,1,0.19849356667926
STARLINK-30711,2023-148F,2026-04-09 16:21:14.394240,15.30195807,0.00010037,53.1599,240.5154,87.1671,272.9445,0,U,57940,999,14316,5.1855122e-05,1.177e-05,0.0,5646.336214277707,6853.30013656756,482.30013656756,474.612270832853,475.988002302267,7.626282440441178,3.3,F,2,1,0.19868613013730885
STARLINK-30715,2023-148G,2026-04-08 15:37:37.708032,15.30189683,0.0001075,53.1603,234.8171,78.529,281.5831,0,U,57941,999,14315,3.1936307e-05,5.87e-06,0.0,5646.358811582707,6853.318421700227,482.3184217002272,474.5816899698939,476.0551534305596,7.62627226670704,3.3,G,2,1,0.19647853158612355
STARLINK-30455,2023-148H,2026-04-09 16:30:20.392992,15.3019974,5.249e-05,53.1598,240.4995,99.8806,260.2254,0,U,57942,999,14316,9.09787e-07,-3.32e-06,0.0,5646.321701766856,6853.288393420448,482.2883934204483,474.92866431267794,475.6481225282196,7.626288974276697,3.3,H,2,1,0.18753393850258898
STARLINK-30456,2023-148J,2026-04-09 16:12:08.173440,15.30195732,6.779e-05,53.1586,240.5508,93.0665,267.0413,0,U,57943,999,14316,4.8573569e-05,1.08e-05,0.0,5646.3364910234895,6853.300360502965,482.3003605029653,474.8357752715265,475.7649457344032,7.626282315844666,3.3,J,2,1,0.1941528538916118
STARLINK-30708,2023-148K,2026-04-09 17:17:19.001184,15.30195024,0.00011562,53.1594,240.1218,83.1062,277.007,0,U,57944,999,14317,4.2053318e-05,8.86e-06,0.0,5646.339103505018,6853.30247445411,482.30247445410987,474.510095622014,476.09485328620667,7.626281139653367,3.3,K,2,1,0.1992130303905621
STARLINK-30705,2023-148L,2026-04-09 15:58:27.706944,15.30194729,9.289e-05,53.1588,240.4932,81.92,278.1906,0,U,57945,999,14316,3.2361098e-05,5.99e-06,0.0,5646.340192039703,6853.303355267568,482.3033552675679,474.6667519188968,475.9399586162381,7.626280649573552,3.3,L,2,1,0.19772449124940727
STARLINK-30704,2023-148M,2026-04-10 00:19:22.335744,15.30189623,0.00011519,53.1602,315.9516,71.8992,288.2134,0,U,57946,999,14211,6.090345e-06,-1.79e-06,0.0,5646.359032981104,6853.318600849747,482.3186008497469,474.52916708011435,476.1080346193794,7.626272167029562,3.3,M,2,1,0.20016416915473295
STARLINK-30706,2023-148N,2026-04-09 16:07:34.592160,15.30197104,0.00012342,53.1594,240.5247,94.0926,266.0215,0,U,57947,999,14316,7.4750831e-05,1.855e-05,0.0,5646.331428424923,6853.296263980814,482.2962639808138,474.45043015591364,476.142097805714,7.626284595129594,3.3,N,2,1,0.1970478633356605
STARLINK-30707,2023-148Q,2026-04-09 16:03:01.241568,15.30187685,9.135e-05,53.1604,240.5095,85.6217,274.4888,0,U,57949,999,14316,0.0001131075,2.991e-05,0.0,5646.3661841586445,6853.324387385509,482.324387385509,474.6983362027213,475.9504385682958,7.626268947445646,3.3,Q,2,1,0.19790955480400763
STARLINK-30701,2023-148R,2026-04-09 20:36:04.413024,15.30184598,8.77e-05,53.1591,239.5427,64.2937,295.8155,0,U,57950,999,14319,-1.373e-05,-7.65e-06,0.0,5646.377575158419,6853.33360466352,482.3336046635204,474.7325673063915,475.9346420206484,7.626263819031594,3.3,R,2,1,0.18781064819926085
STARLINK-30399,2023-148S,2026-04-09 20:29:58.406208,15.30195732,9.54e-05,53.16,239.5145,86.9304,273.1805,0,U,57951,999,14319,3.3488e-05,6.33e-06,0.0,5646.3364910234895,6853.300360502965,482.3003605029653,474.64655564857367,475.95416535735694,7.626282315844666,3.3,S,2,1,0.1970846511061352
STARLINK-30713,2023-148T,2026-04-09 02:52:37.241472,15.3017476,0.00010422,53.1604,242.7752,88.9423,271.1697,0,U,57952,999,14308,3.6303483e-05,7.16e-06,0.0,5646.413877588727,6853.362979532115,482.3629795321149,474.6487220423878,476.07723702184285,7.626247475176886,3.3,T,2,1,0.19831697382666263
STARLINK-30700,2023-148U,2026-04-09 13:11:40.345728,15.30193612,0.0001129,53.1606,230.867,93.3375,266.7755,0,U,57953,999,14328,3.2076454e-05,5.91e-06,0.0,5646.344313715512,6853.306690418038,482.30669041803776,474.5329520926898,476.0804287433857,7.626278793914836,3.3,U,2,1,0.19391859535820194
STARLINK-30703,2023-148V,2026-04-09 20:24:00.366336,15.30188529,0.0001234,53.1605,229.4321,72.8412,287.2724,0,U,57954,999,14333,1.5162e-05,9e-07,0.0,5646.363069814909,6853.321867344698,482.32186734469815,474.47616742626815,476.16756726312906,7.626270349576436,3.3,V,2,1,0.19311893912151773
STARLINK-30702,2023-148W,2026-04-10 07:28:27.540768,15.30199528,9.62e-05,53.1607,227.3291,111.1147,248.9957,0,U,57955,999,14340,5.8800883e-05,1.383e-05,0.0,5646.322484030985,6853.289026408535,482.2890264085354,474.6297400041949,475.9483128128759,7.626288622084476,3.3,W,2,1,0.18511667727312459
SKYKRAFT-3D,2023-084BZ,2026-04-09 16:29:55.654080,15.69006767,0.00036571,97.6031,252.5872,175.2199,184.9098,0,U,57956,999,14439,0.00062501759,0.00072393,0.0,5506.668410691437,6739.8135005466265,368.8135005466265,359.3486833513416,364.27831774191236,7.690221019581591,3.3,Z,2,1,0.04935923501987177
YAOGAN-33 04,2023-149A,2026-04-10 06:51:48.406752,14.58670177,0.000105,98.1914,50.6014,116.8347,243.296,0,U,57958,999,13510,0.00012981219,5.59e-06,0.0,5923.203295874336,7075.541585566936,704.5415855669362,696.7986537004517,698.2845174334207,7.505556826276384,3.3,A,0,1,0.14297517911263857
